Size,RDD,TF,Epsilon,Exact,Approximation,Greedy,E_runtime,A_runtime,G_runtime,E_memory,A_memory,G_memory
15,0.8,0.6,1,869,869,1039,6568361,18886892,15891632,19068,20504,19043
20,0.8,0.6,1,2224,2226,2756,7272702,23012202,6600735,22032,22166,20478
25,0.8,0.6,1,2886,2891,5260,9594299,36905300,10614274,22240,22242,22084
30,0.8,0.6,1,2373,2379,3293,31862430,45054421,7646334,23008,23011,22085
35,0.8,0.6,1,4341,4352,6115,42360800,53701057,10288587,23892,23896,22085
40,0.8,0.6,1,7824,7838,13635,107880067,95117148,9488857,26079,26084,22085
45,0.8,0.6,1,4902,4905,8499,313487022,313305701,6725187,34625,34630,22086
5,0.8,0.6,1,324,324,442,6937506,28746451,7916006,22084,22085,22083
50,0.8,0.6,1,5506,5507,7670,68394758,79610304,6604752,25540,25545,22086
55,0.8,0.6,1,18054,18058,30088,218146030,253094907,8341012,31809,31816,22086
60,0.8,0.6,1,4624,4624,6390,2579054220,2226308489,6583082,83425,83398,22087
65,0.8,0.6,1,11202,11202,18765,3926818091,4294028893,6182634,119787,124327,21991
70,0.8,0.6,1,10219,10220,16283,4222812607,4200351121,7003692,132946,135278,26045
75,0.8,0.6,1,24526,24554,45397,9291024018,9997698249,6948192,236172,236935,30347
80,0.8,0.6,1,20241,20268,35464,19035331719,23233932021,7104454,302582,295394,32777
85,0.8,0.6,1,12288,12288,21031,43111092039,51656552729,10827014,604834,619825,21914
90,0.8,0.6,1,25355,25358,43608,4462294649,4906468779,11136558,136410,136635,28739
95,0.8,0.6,1,28872,28884,48439,84929440083,1.17E+11,7365086,922416,923900,29272
10,0.8,0.8,1,1634,1634,2200,6671662,18945738,16226549,22172,22255,22169
100,0.8,0.8,1,103319,103319,168246,1119192506,1182705209,7277838,58284,58296,22257
15,0.8,0.8,1,2790,2791,3449,12637860,24464548,6974602,22262,22264,22250
20,0.8,0.8,1,6807,6826,8961,8062760,23934095,7890958,22281,22283,22251
25,0.8,0.8,1,5609,5624,9742,15882416,26135399,11778646,22538,22541,22251
30,0.8,0.8,1,10383,10402,15314,17397966,22392604,7032350,22506,22510,22252
35,0.8,0.8,1,14481,14495,23821,13546528,30542709,6564116,22439,22443,22252
40,0.8,0.8,1,15522,15547,22778,17020851,25850477,6567762,22782,22787,22252
45,0.8,0.8,1,21805,21838,31453,19864882,44815764,6543826,23424,23429,22253
5,0.8,0.8,1,441,441,441,6319916,19368493,6313291,22251,22252,22250
50,0.8,0.8,1,21642,21652,35977,26222865,42433727,10055508,23535,23541,22253
55,0.8,0.8,1,35738,35750,51780,32333644,42754202,7662276,24034,24040,22253
60,0.8,0.8,1,32150,32160,53789,139843871,164393499,6380923,29264,29271,22254
65,0.8,0.8,1,36188,36197,54415,68956934,85258152,6598713,25693,25701,22254
70,0.8,0.8,1,38091,38111,65195,1003552218,1023342385,6799095,51669,51677,22255
75,0.8,0.8,1,44794,44798,80512,664996259,684165909,6711757,43777,43908,22255
80,0.8,0.8,1,63890,63924,102328,161821106,194468684,9655301,29322,29331,22255
85,0.8,0.8,1,68512,68518,104658,429226769,505585808,6751294,37277,37368,22256
90,0.8,0.8,1,75041,75088,131080,982564640,1033244650,7140658,53663,53673,22257
95,0.8,0.8,1,73246,73268,112390,2146222250,2163801877,7166257,75427,75680,22257
10,0.8,1,1,1559,1573,2046,6145798,18289302,6464798,21993,21994,21991
100,0.8,1,1,178786,178803,254362,32748114,44406839,6964993,23785,23796,21997
15,0.8,1,1,4547,4556,5479,6158230,19584798,6334106,21995,21997,21991
20,0.8,1,1,5987,5988,9487,6377586,21959630,6884270,22013,22015,21991
25,0.8,1,1,12590,12603,18424,6364239,21378556,6144342,22010,22013,21992
30,0.8,1,1,14298,14299,21197,7405337,19739493,11123169,22024,22027,21992
35,0.8,1,1,26890,26923,36022,8260352,22774989,6263873,22134,22138,21992
40,0.8,1,1,28406,28421,38888,6756401,19714678,6441294,22043,22048,21993
45,0.8,1,1,43222,43231,58553,7552235,21163057,6234979,22086,22091,21993
5,0.8,1,1,747,747,843,6203453,18355230,6217218,21991,21992,21990
50,0.8,1,1,46620,46624,61616,8254389,23819035,11529891,22083,22089,21994
55,0.8,1,1,65938,65943,82240,7452370,19704330,10202899,22041,22048,21994
60,0.8,1,1,85145,85145,110849,9053930,29112803,6416438,22204,22210,21994
65,0.8,1,1,80204,80223,109851,18119333,30667619,6461688,22737,22744,21995
70,0.8,1,1,95319,95337,126742,10636476,18719906,6578605,22317,22325,21995
75,0.8,1,1,104293,104318,142164,25292600,40420457,6410090,23120,23129,21995
80,0.8,1,1,109912,109950,150622,23706328,41475463,7031401,23217,23226,21996
85,0.8,1,1,133790,133850,180928,32348961,44438140,6947942,23691,23711,21996
90,0.8,1,1,163850,163888,230174,34053817,54647544,6840798,23881,23891,21997
95,0.8,1,1,139869,139952,225287,204634302,215128701,6941894,29247,29308,21997
10,1,0.2,1,12,12,12,5980020,19072891,6350196,22004,22005,21991
100,1,0.2,1,0,0,0,6960699,13912182,10252769,22024,22032,21997
15,1,0.2,1,0,0,0,6146881,12742422,6420284,21995,21996,21991
20,1,0.2,1,0,0,0,6583726,12545191,6219712,21996,21997,21991
25,1,0.2,1,0,0,0,6282359,12575831,6109721,21999,22001,21992
30,1,0.2,1,0,0,0,6362738,12523561,6118542,22000,22002,21992
35,1,0.2,1,0,0,0,6369045,12431752,6088307,22001,22004,21992
40,1,0.2,1,0,0,0,6283888,14480279,6329753,22003,22006,21993
45,1,0.2,1,0,0,0,6944043,13005240,9270478,22005,22009,21993
5,1,0.2,1,0,0,0,6011740,12697226,6404642,21991,21992,21990
50,1,0.2,1,0,0,0,6348226,12817048,6282005,22006,22010,21994
55,1,0.2,1,0,0,0,6264196,12542581,6608564,22008,22012,21994
60,1,0.2,1,0,0,0,6239731,12767498,6337638,22011,22015,21994
65,1,0.2,1,0,0,0,6270973,12684989,6393203,22011,22016,21995
70,1,0.2,1,0,0,0,6594267,12686078,6087571,22013,22018,21995
75,1,0.2,1,0,0,0,6364895,13712927,6372055,22016,22021,21995
80,1,0.2,1,0,0,0,7512784,15883957,6948074,22017,22023,21996
85,1,0.2,1,0,0,0,6779208,13259653,6672735,22019,22026,21996
90,1,0.2,1,0,0,0,6579047,13007335,7044800,22022,22028,21997
95,1,0.2,1,0,0,0,6770784,16879398,7064788,22023,22030,21997
10,1,0.4,1,0,0,0,7041497,12182529,6461491,21993,21994,21991
100,1,0.4,1,0,0,0,6553529,14058622,7102046,22025,22033,21997
15,1,0.4,1,270,270,306,6540047,19129276,6396930,22010,22012,21991
20,1,0.4,1,264,264,266,11987955,22033721,8037600,22322,22325,21991
25,1,0.4,1,357,357,511,13372575,28574941,6431879,22448,22451,21992
30,1,0.4,1,0,0,0,6741506,17385176,6917743,21999,22002,21992
35,1,0.4,1,0,0,0,6214089,12302748,7658238,22001,22004,21992
40,1,0.4,1,0,0,0,5598149,12846338,6367396,22003,22006,21993
45,1,0.4,1,0,0,0,5871148,12696914,6113397,22004,22008,21993
5,1,0.4,1,0,0,0,7402162,14895752,6221118,21991,21992,21990
50,1,0.4,1,2675,2675,4779,1326079006,1199463808,6628909,61808,61667,21994
55,1,0.4,1,0,0,0,6424147,12858176,6826556,21862,21867,21848
60,1,0.4,1,0,0,0,6686908,12690328,6449432,21863,21868,21848
65,1,0.4,1,0,0,0,6389750,12884597,6507502,21866,21871,21849
70,1,0.4,1,0,0,0,6595176,13032563,6474227,21867,21872,21849
75,1,0.4,1,42,42,42,55125602,69385046,6607188,23369,23377,21849
80,1,0.4,1,58,58,58,455372651,471397660,6691666,33238,33247,21850
85,1,0.4,1,249,249,257,14662118675,18421400524,6910341,265968,268844,21850
90,1,0.4,1,140,140,152,140465225,152817389,8520836,31294,31304,27949
95,1,0.4,1,423,423,453,75595739534,88905309918,7276727,857072,852967,27950
10,1,0.6,1,393,393,609,6054290,22177619,11976621,20389,20390,20378
100,1,0.6,1,35129,35129,57046,20609709474,25045803634,7815360,358656,353199,20384
15,1,0.6,1,1280,1286,2059,6278777,23312818,7776644,17096,19780,17040
20,1,0.6,1,3935,3935,5494,6666005,26123449,6220236,20129,20131,19723
25,1,0.6,1,3094,3101,4762,13784455,38373336,8274628,20638,20641,20082
30,1,0.6,1,1573,1576,2293,36205497,60487721,8343734,22124,22128,20082
35,1,0.6,1,4177,4177,6930,27942573,46961503,12437633,21666,21670,20083
40,1,0.6,1,8589,8603,15412,44010624,61936132,7043874,22734,22739,20083
45,1,0.6,1,5660,5665,8327,84448587,94265760,9096811,24189,24194,20083
5,1,0.6,1,157,157,178,11530834,19440830,6648487,20082,20083,20080
50,1,0.6,1,7689,7689,12213,259531234,293979927,6521427,30930,31223,20084
55,1,0.6,1,14479,14480,24773,465027774,497150622,6435955,39315,39444,20371
60,1,0.6,1,8370,8370,13634,291376329,331452164,6552597,31063,31244,20689
65,1,0.6,1,20477,20515,33451,533469776,525359906,6469249,39047,39126,20863
70,1,0.6,1,8579,8579,13742,1342160573,1299348779,11839705,55439,55040,20966
75,1,0.6,1,16503,16503,25306,1835167221,1836023343,6885994,70280,70371,20287
80,1,0.6,1,15998,16001,27795,14117071430,16756503942,6720452,279811,284746,19929
85,1,0.6,1,18551,18557,26050,15176407488,16282712205,9559556,316177,313472,28416
90,1,0.6,1,17723,17723,31869,10655539910,11404220584,8318573,246136,246327,25800
95,1,0.6,1,17480,17504,26228,13187935441,14177758650,7740831,290342,287881,27086
10,1,0.8,1,924,924,1290,6351740,18020468,7653509,25852,26925,25122
100,1,0.8,1,113843,113873,172252,599169819,659017875,8557221,48309,48320,27284
15,1,0.8,1,3116,3116,4881,7723830,21264331,8250405,27300,27302,27278
20,1,0.8,1,3939,3952,7144,8029770,21426273,10536200,27315,27317,27278
25,1,0.8,1,11198,11209,14675,7576749,25492580,6851941,27359,27362,27279
30,1,0.8,1,8906,8941,13133,7822036,25980069,6750968,27381,27385,27279
35,1,0.8,1,11371,11374,21942,16877951,34154643,6622562,28009,28013,27280
40,1,0.8,1,18120,18153,28028,10833578,24323429,10222484,27538,27543,27280
45,1,0.8,1,19668,19676,30463,43943081,55531838,7668100,29758,29764,27280
5,1,0.8,1,667,673,759,6314464,18687860,6384236,27279,27280,27277
50,1,0.8,1,35175,35203,49780,24503062,34383168,6304403,28574,28580,27281
55,1,0.8,1,34118,34128,49154,71067059,80464999,10114216,30752,30759,27281
60,1,0.8,1,42294,42324,58122,18253995,29376757,6578559,28168,28175,27281
65,1,0.8,1,40843,40845,62661,70238369,84247779,8442327,30130,30138,27282
70,1,0.8,1,42783,42802,63003,535793315,493299209,6350583,43848,43979,27282
75,1,0.8,1,51616,51625,76233,410918679,452260206,6720301,41530,41539,27282
80,1,0.8,1,67561,67622,108468,541542972,547210457,10031755,46064,46186,27283
85,1,0.8,1,54499,54499,81667,1837834341,1847823300,7207853,73556,73566,27283
90,1,0.8,1,90755,90789,137554,1311031478,1326135116,6621925,69012,69257,27284
95,1,0.8,1,99170,99208,139940,356859822,380314167,8457990,39367,39378,27284
10,1,1,1,2803,2804,3566,6232403,18724062,6270282,27282,27283,27278
100,1,1,1,198146,198174,259677,64551517,83700226,7081174,30343,30354,27284
15,1,1,1,3190,3192,4710,6365642,20230844,7070317,27290,27292,27278
20,1,1,1,7958,7958,11322,7100196,19328243,9542977,27302,27305,27278
25,1,1,1,10049,10049,13980,6856314,19745774,6323821,27306,27309,27279
30,1,1,1,17676,17716,23632,7050568,21380097,6335681,27338,27341,27279
35,1,1,1,27961,27991,40383,7313750,21385757,6310120,27359,27363,27280
40,1,1,1,32493,32568,47317,9508946,23949022,11519596,27458,27463,27280
45,1,1,1,35999,36002,48204,8955317,29438533,6497650,27465,27470,27280
5,1,1,1,1503,1539,1702,6310682,18118206,5963995,27279,27279,27277
50,1,1,1,43915,43924,59725,11078630,19100073,6134247,27638,27644,27281
55,1,1,1,62097,62117,82383,7995328,22259277,6377980,27418,27424,27281
60,1,1,1,75453,75499,98437,10383851,17862518,6340535,27600,27606,27281
65,1,1,1,60198,60229,86133,11082676,19866144,6593128,27675,27683,27282
70,1,1,1,83272,83303,122066,44033731,44006658,6673333,29079,29087,27282
75,1,1,1,108929,108975,147728,32206176,38969733,6649244,28721,28729,27282
80,1,1,1,106634,106668,147801,40098097,59131519,6755162,29365,29385,27283
85,1,1,1,125818,125865,176387,67877832,75675331,6891651,29968,29978,27283
90,1,1,1,174203,174233,225173,44739658,58942700,6864841,29372,29393,27284
95,1,1,1,209712,209773,283053,46155696,65821689,7067974,29748,29759,27284
