Size,RDD,TF,Epsilon,Exact,Approximation,Greedy,E_runtime,A_runtime,G_runtime,E_memory,A_memory,G_memory
60,0.2,0.6,1,20883,20895,30969,150175332,238349224,6829830,8818,16865,771
65,0.2,0.6,1,20665,20680,32287,77280383,95219483,7049558,40660,7682,37027
70,0.2,0.6,1,22136,22153,44392,900372994,1459130535,7639737,67106,64119,37030
75,0.2,0.6,1,31566,31593,48694,620444884,886020316,6618140,61014,51637,37030
80,0.2,0.6,1,32477,32499,52211,327806388,492583553,7288444,50325,28730,37031
85,0.2,0.6,1,34121,34217,62722,1305794589,1627310149,7538507,71297,78023,37031
90,0.2,0.6,1,41779,41802,62814,3441214183,4504547860,6421901,176277,297620,37032
95,0.2,0.6,1,46009,46009,75829,1908006256,2413613225,8125699,106793,148063,36741
10,0.2,0.8,1,1569,1569,2029,5294020,15825769,6056388,36738,777,36735
100,0.2,0.8,1,105901,105909,150807,1109383095,1487281711,6291427,70550,73990,36742
15,0.2,0.8,1,2590,2611,3523,5365138,15853220,5764814,36745,787,36735
20,0.2,0.8,1,4999,5005,7529,5811651,17330398,5411409,36767,846,36736
25,0.2,0.8,1,5896,5945,8933,6168077,18748956,5251618,36787,867,36736
30,0.2,0.8,1,13769,13792,17167,7149867,20352398,5527266,36850,969,36737
35,0.2,0.8,1,10768,10783,19493,9355597,18043659,5378554,37004,1276,36737
40,0.2,0.8,1,16005,16011,29078,16462460,30384400,5359514,37695,2676,36737
45,0.2,0.8,1,23477,23508,36111,19127701,40583928,5320214,37993,3221,36738
5,0.2,0.8,1,396,396,607,6095432,16266220,5295494,36736,772,36735
50,0.2,0.8,1,25834,25917,38607,18477624,36660261,6023280,37872,3082,36738
55,0.2,0.8,1,37149,37185,58550,78376852,111910607,5801341,41321,9932,36738
60,0.2,0.8,1,36349,36399,58136,54273457,79882504,5685582,40062,7442,36739
65,0.2,0.8,1,47499,47556,74719,109330671,170206826,5939501,43336,14442,36739
70,0.2,0.8,1,42997,43024,77056,323927983,466889773,6348713,50352,29174,36740
75,0.2,0.8,1,54048,54100,81979,67761185,101534990,5962762,40459,8404,36740
80,0.2,0.8,1,62435,62436,98265,421707747,653989826,5837679,54029,36649,36740
85,0.2,0.8,1,55352,55373,100402,652399459,895265996,5903376,56161,43353,36741
90,0.2,0.8,1,78086,78110,114261,526601440,727401083,5938956,56324,43201,36741
95,0.2,0.8,1,87020,87100,147530,1797004703,2359134614,6131892,82402,100174,36741
10,0.2,1,1,1921,1943,2715,5571648,16436029,6630910,36738,776,36735
100,0.2,1,1,171168,171187,242041,9971773,20235141,6600913,37053,1430,36742
15,0.2,1,1,3944,3951,6022,4907163,15473769,5477960,36740,780,36735
20,0.2,1,1,7032,7043,9947,5127196,16162160,5287358,36742,784,36736
25,0.2,1,1,11344,11362,15109,5391968,17044856,5408019,36748,797,36736
30,0.2,1,1,12864,12881,21418,5540402,16304861,5430344,36756,814,36737
35,0.2,1,1,22558,22563,28298,5804698,17842571,5000943,36749,800,36737
40,0.2,1,1,33256,33261,46494,9306746,16909220,5877656,36753,808,36737
45,0.2,1,1,36891,36898,52120,5819860,16219494,5633688,36757,816,36738
5,0.2,1,1,419,419,546,5538861,16153066,4892264,36736,772,36735
50,0.2,1,1,43331,43372,65372,6356187,18793284,5255736,36791,881,36738
55,0.2,1,1,53067,53081,80156,6559634,20925468,5807020,36811,927,36739
60,0.2,1,1,47152,47161,75331,7411617,20304509,6056065,36803,910,36739
65,0.2,1,1,77220,77266,115588,6708938,24194859,5852478,36804,911,36739
70,0.2,1,1,87288,87301,124285,7506469,25769827,7369451,36777,857,36740
75,0.2,1,1,84307,84328,128269,6476320,19658989,6025148,36815,942,36740
80,0.2,1,1,114361,114373,173268,6722064,19213961,6123909,36829,960,36740
85,0.2,1,1,149864,149885,201583,9448189,18613830,6218342,36808,921,36741
90,0.2,1,1,150649,150663,213741,6286923,18853330,6201788,36810,926,36741
95,0.2,1,1,153874,153915,222196,7189477,21671271,5987077,36860,1036,36741
10,0.4,0.2,1,52,52,52,9756634,17647813,4988652,36745,789,36735
100,0.4,0.2,1,14,14,14,6226771,18973305,6668012,36774,852,36742
15,0.4,0.2,1,24,24,27,5837973,16886662,5307280,36743,787,36736
20,0.4,0.2,1,24,24,26,6134945,20260389,5649322,36765,830,36736
25,0.4,0.2,1,57,57,57,5681997,16375525,5506631,36754,810,36736
30,0.4,0.2,1,223,224,283,6280415,18769001,5343699,36779,863,36737
35,0.4,0.2,1,14,14,14,8343249,31080288,5535529,36851,1004,36737
40,0.4,0.2,1,8,8,8,5835117,18030959,5583099,36753,807,36737
45,0.4,0.2,1,9,9,9,6633494,22101640,5822130,36794,890,36738
5,0.4,0.2,1,45,47,47,7591595,23490933,6112305,36737,774,36735
50,0.4,0.2,1,46,46,46,6992294,21267136,5865379,36817,935,36738
55,0.4,0.2,1,36,36,49,9708713,21756740,5813982,36934,1171,36739
60,0.4,0.2,1,12,12,12,6754641,23630614,5670830,36817,937,36739
65,0.4,0.2,1,82,82,106,7778402,18394474,7618803,36779,861,36739
70,0.4,0.2,1,5,5,5,6335751,17727850,5988636,36764,831,36740
75,0.4,0.2,1,52,52,52,7031186,21073239,5986368,36817,938,36740
80,0.4,0.2,1,10,10,10,10230340,22308801,5749862,36941,1185,36740
85,0.4,0.2,1,3,3,3,168859739,193976724,6039170,41016,9350,36741
90,0.4,0.2,1,105,105,146,40463492,57392298,6287054,38126,3578,36741
95,0.4,0.2,1,23,23,23,9636693,22300290,6290730,36906,36917,36742
10,0.4,0.4,1,185,185,221,5435525,16717947,5428252,36741,36742,36735
100,0.4,0.4,1,10140,10144,18834,1028357542,983375267,6536766,61820,61832,36742
15,0.4,0.4,1,476,477,629,5433972,16239471,5565819,36741,36743,73437
20,0.4,0.4,1,364,364,578,6044042,17680621,5555704,36768,36770,36737
25,0.4,0.4,1,1183,1183,1399,8003521,21133745,5667719,36885,36888,36738
30,0.4,0.4,1,754,754,1355,7200554,19850892,5542643,36855,36859,36738
35,0.4,0.4,1,1610,1610,2050,10296626,17531367,5580399,37055,37059,36738
40,0.4,0.4,1,2953,2953,4354,21323790,27695406,7342905,37669,37673,36739
45,0.4,0.4,1,3718,3723,6490,37704735,48793815,8518812,38529,38534,73439
5,0.4,0.4,1,66,66,66,5508225,16580011,5530991,36738,36739,36736
50,0.4,0.4,1,6546,6546,9483,96194789,105379530,5825517,41396,41402,36740
55,0.4,0.4,1,3588,3588,4380,16943156,29629609,5899818,37464,37470,36740
60,0.4,0.4,1,4053,4053,6632,94688055,103238201,5685632,41163,41170,36740
65,0.4,0.4,1,5096,5101,9780,126001126,129285441,5970725,42716,42723,36741
70,0.4,0.4,1,4707,4708,9175,205905738,217466446,5936413,45259,45267,36741
75,0.4,0.4,1,6066,6068,11158,83015278,90109973,6071674,40028,40037,36742
80,0.4,0.4,1,9267,9270,16032,354092888,419480926,6216171,49063,49072,36742
85,0.4,0.4,1,7504,7505,11477,262871885,288884890,6205378,44903,44913,36742
90,0.4,0.4,1,7529,7539,11684,2804602791,3056111860,6289685,124403,124176,36743
95,0.4,0.4,1,11123,11123,17610,652694753,654884094,6767440,54325,54336,36506
10,0.4,0.6,1,664,666,727,10117575,23796856,5930188,36503,36504,36500
100,0.4,0.6,1,40667,40683,73373,31532476566,48756380843,9626114,391774,394340,36506
15,0.4,0.6,1,1130,1130,1564,5691414,22196872,7860628,35934,35936,35871
20,0.4,0.6,1,2814,2822,4596,7911451,21755468,5807774,36039,36041,35912
25,0.4,0.6,1,3222,3226,5460,13517570,19814503,5714258,35982,35985,35912
30,0.4,0.6,1,2649,2651,4053,17578679,17074331,6503864,36195,36198,35913
35,0.4,0.6,1,4062,4062,8054,12045893,20029133,5967939,36277,36281,35913
40,0.4,0.6,1,9779,9797,14328,29395521,26767484,7881817,36747,36752,35913
45,0.4,0.6,1,9363,9363,15630,48661717,65073097,5745741,39122,39127,35914
5,0.4,0.6,1,329,329,405,5587509,16830150,5774911,35912,35913,35911
50,0.4,0.6,1,9196,9212,16499,44176318,60167769,7800218,38420,38426,35914
55,0.4,0.6,1,11988,12040,21083,204784161,203842640,6116869,43590,43596,35914
60,0.4,0.6,1,14027,14097,22923,199395806,225351676,6009342,44221,44269,35915
65,0.4,0.6,1,16298,16330,29295,286691494,351043264,5922935,46055,46063,35915
70,0.4,0.6,1,21087,21136,36780,975672996,1012464954,6086308,61983,62165,35916
75,0.4,0.6,1,26005,26030,41325,879442568,982946078,6206410,61648,61657,35916
80,0.4,0.6,1,22237,22240,39964,1976537894,1953344934,6417108,83759,84065,35916
85,0.4,0.6,1,28054,28086,49652,5281051142,6187439416,6626376,146064,148979,35917
90,0.4,0.6,1,30766,30819,53797,5909100366,6901943633,6897098,146606,144872,38847
95,0.4,0.6,1,32645,32676,59037,2732976231,3173467082,7238143,90750,90982,37175
10,0.4,0.8,1,1167,1184,1535,5684185,19915695,6135993,37826,37918,37390
100,0.4,0.8,1,97548,97585,158666,3441177945,3880703936,5897668,124388,124359,37920
15,0.4,0.8,1,1929,1966,3224,7338160,16654791,7510521,37795,37796,37773
20,0.4,0.8,1,3950,3962,6846,5772409,17985756,5687186,37817,37819,37773
25,0.4,0.8,1,5019,5036,9180,10951838,21802890,5122721,37897,37900,37774
30,0.4,0.8,1,8467,8504,13786,6879465,20114491,5841390,37847,37851,37774
35,0.4,0.8,1,15952,15983,22319,9236987,28132598,6765381,38018,38022,37774
40,0.4,0.8,1,17651,17669,26040,29526005,44607739,6109410,39437,39442,37775
45,0.4,0.8,1,18301,18322,32688,49974975,46850570,11071432,39888,39893,37775
5,0.4,0.8,1,267,269,296,6124850,16691408,5783534,37773,37774,37772
50,0.4,0.8,1,23569,23589,41011,59776491,78350432,5625759,41345,41371,37775
55,0.4,0.8,1,28936,28974,45640,60912024,67663364,6053658,41200,41207,37776
60,0.4,0.8,1,29230,29259,43893,60872452,74835419,6794268,40650,40677,37776
65,0.4,0.8,1,45484,45492,73141,149662666,172639314,6080129,44426,44433,37777
70,0.4,0.8,1,43927,43984,71324,996402972,976162998,6401077,66790,66999,37777
75,0.4,0.8,1,55140,55146,88824,362094672,377768231,6131293,51725,51734,37777
80,0.4,0.8,1,53935,54035,89368,1237499248,1150514271,6259294,68539,68738,37778
85,0.4,0.8,1,42421,42442,82999,7414409476,8480120572,6443703,176058,174683,37778
90,0.4,0.8,1,57539,57608,102035,1792918442,1810880562,10756870,83482,83643,38459
95,0.4,0.8,1,80826,80860,136344,1940427717,2074898569,6466461,90659,90790,38892
10,0.4,1,1,1992,2000,2789,5743483,17091946,5883880,39290,39573,39006
100,0.4,1,1,159354,159404,242336,12804975,23463930,6812553,40202,40214,39737
15,0.4,1,1,4269,4277,7060,6067643,18469344,7391789,39736,39738,39731
20,0.4,1,1,7376,7378,10916,6079283,17974718,5894877,39737,39739,39731
25,0.4,1,1,10888,10899,15127,6317176,18352849,6056474,39749,39752,39731
30,0.4,1,1,16232,16249,23186,6256297,18580812,6025553,39755,39758,39732
35,0.4,1,1,24061,24066,34402,7905209,23316998,7368162,39746,39750,39732
40,0.4,1,1,31630,31634,43938,8097522,23740170,8808631,39755,39760,39733
45,0.4,1,1,32751,32760,49887,9943782,23951259,5913565,39774,39779,39733
5,0.4,1,1,604,604,614,5739389,17674955,5814634,39731,39732,39730
50,0.4,1,1,38905,38930,57896,7680751,24846826,5797800,39881,39887,39733
55,0.4,1,1,59271,59281,87166,10701523,29372972,5932946,39951,39957,39734
60,0.4,1,1,73786,73792,105988,8926494,23133862,8452589,39785,39792,39734
65,0.4,1,1,74714,74726,112184,11550179,26037112,6340574,39921,39928,39735
70,0.4,1,1,91448,91469,126460,7303620,20093709,6142599,39841,39849,39735
75,0.4,1,1,85601,85616,129079,7212881,20341208,6098215,39847,39856,39735
80,0.4,1,1,131296,131314,175488,8244427,22080565,6298397,39918,39927,39736
85,0.4,1,1,123188,123211,187417,13467938,22753077,5891652,40159,40169,39736
90,0.4,1,1,131567,131583,203613,14188717,30475123,8741188,40334,40344,39736
95,0.4,1,1,150723,150755,217296,25524645,32642862,7866780,40812,40822,39737
10,0.6,0.2,1,3,3,3,5590829,16668383,5721420,39733,39734,39730
100,0.6,0.2,1,0,0,0,5933877,12418984,6628747,39764,39771,39737
15,0.6,0.2,1,0,0,0,5549404,11267318,5561677,39734,39736,39731
20,0.6,0.2,1,0,0,0,6328968,13403836,5630041,39736,39738,39731
25,0.6,0.2,1,0,0,0,6026450,16063354,7747326,39738,39740,39732
30,0.6,0.2,1,0,0,0,11697618,14168704,5752750,39740,39742,39732
35,0.6,0.2,1,0,0,0,6994504,15680101,9216177,39741,39744,39732
40,0.6,0.2,1,0,0,0,5806588,11667230,6071985,39743,39746,39733
45,0.6,0.2,1,0,0,0,5928333,11652714,6007055,39744,39748,39733
5,0.6,0.2,1,2,2,2,5720194,17068180,5727261,39732,39733,39730
50,0.6,0.2,1,0,0,0,5799672,11396708,5659071,39747,39751,39733
55,0.6,0.2,1,0,0,0,7522455,15187857,5755720,39749,39753,39734
60,0.6,0.2,1,0,0,0,7505216,13657522,6317319,39750,39755,39734
65,0.6,0.2,1,0,0,0,8661891,16178937,8295271,39751,39756,39735
70,0.6,0.2,1,0,0,0,7235814,15507583,7909530,39753,39758,39735
75,0.6,0.2,1,0,0,0,9308918,12344868,6206808,39755,39761,39735
80,0.6,0.2,1,0,0,0,5874334,16518031,6236566,39757,39763,39736
85,0.6,0.2,1,0,0,0,5912590,12156562,6256400,39760,39766,39736
90,0.6,0.2,1,0,0,0,6071190,12087690,6275193,39761,39768,39736
95,0.6,0.2,1,0,0,0,8581123,16069271,6445307,39763,39770,39737
10,0.6,0.4,1,126,128,201,8690147,21505049,6385913,39737,39738,39730
100,0.6,0.4,1,5216,5216,9068,15644994231,17192046214,7043308,247399,245559,39737
15,0.6,0.4,1,81,81,143,9876730,16201090,7044556,37622,38265,37614
20,0.6,0.4,1,244,244,244,5237136,19865120,5348801,38642,38858,38255
25,0.6,0.4,1,520,520,813,7378526,20974941,6719555,38898,38901,38846
30,0.6,0.4,1,1013,1013,1607,6529436,18738001,5765979,38919,38923,38846
35,0.6,0.4,1,1533,1533,3272,14620105,32647865,6232466,39579,39583,38847
40,0.6,0.4,1,549,549,709,33273877,44673919,6043691,40272,40276,38847
45,0.6,0.4,1,668,668,1165,20927910,29467553,8169360,39427,39432,38848
5,0.6,0.4,1,53,53,53,9676548,23607197,5850727,38846,38847,38845
50,0.6,0.4,1,927,927,1753,13899611,22958511,6304197,39030,39035,38848
55,0.6,0.4,1,1716,1717,2809,224460490,180985461,5956770,46876,46934,38848
60,0.6,0.4,1,3075,3075,5100,363479943,375852096,5893274,50138,50145,38849
65,0.6,0.4,1,2127,2127,3235,55290587,66967111,9446101,41160,41168,38849
70,0.6,0.4,1,2111,2113,2936,109794489,117778876,6088504,41972,41980,38849
75,0.6,0.4,1,2401,2409,4095,584483974,659949931,6218555,54115,54225,38850
80,0.6,0.4,1,1835,1835,2355,316188171,376515378,6411816,47645,47654,38850
85,0.6,0.4,1,1674,1674,2777,823170918,812308878,8902451,56572,56693,38851
90,0.6,0.4,1,7968,7970,17460,9928236305,10517795315,6185420,182416,180668,38851
95,0.6,0.4,1,2608,2608,3706,120168090,133794633,7231862,42584,42837,38613
10,0.6,0.6,1,506,506,819,5805418,16960720,8046543,39319,39865,39313
100,0.6,0.6,1,36728,36755,64145,1.08E+11,1.64E+11,6771185,1013204,1008044,39865
15,0.6,0.6,1,1074,1092,1337,6005764,25119235,12575238,33511,33624,33667
20,0.6,0.6,1,1372,1374,2157,8769885,22723623,6288505,34059,35261,33992
25,0.6,0.6,1,2861,2867,4429,7788556,29705529,6419159,36000,36003,35192
30,0.6,0.6,1,3125,3134,5137,15633108,32998958,6589674,36562,36565,35843
35,0.6,0.6,1,5381,5381,9816,30193116,48721438,6952879,37110,37114,35844
40,0.6,0.6,1,7433,7433,11148,45010161,54972123,8120286,37644,37649,35844
45,0.6,0.6,1,7128,7144,13372,134413567,130666444,6495897,42375,42380,35844
5,0.6,0.6,1,99,99,142,5965024,21517570,6573605,35843,35843,35841
50,0.6,0.6,1,6866,6866,11334,503166331,575050112,6665128,54201,54298,35845
55,0.6,0.6,1,8771,8771,14869,272911931,267128550,9183068,45315,45322,35845
60,0.6,0.6,1,10767,10778,18261,66584258,85286396,6411020,38500,38507,35845
65,0.6,0.6,1,11983,11991,22712,821599282,800890244,6501496,59778,59785,35846
70,0.6,0.6,1,20103,20165,38246,3416297569,3231537276,10912276,108569,108938,35846
75,0.6,0.6,1,15389,15395,22958,739501483,824242490,7928123,57434,57443,35440
80,0.6,0.6,1,13471,13471,23351,5907246102,6274156272,6546825,142576,146004,35441
85,0.6,0.6,1,19165,19174,33210,5090463344,5837627837,7502905,144009,142356,38679
90,0.6,0.6,1,29051,29061,48705,15275361207,17493111774,7577843,262241,257564,37124
95,0.6,0.6,1,33609,33655,50659,13510340571,15062241651,7870684,250899,249490,30131
10,0.6,0.8,1,1152,1152,2022,6125922,18565852,7616488,28898,30013,28891
100,0.6,0.8,1,79183,79209,138678,2532456990,2710255203,7091326,86341,86185,30011
15,0.6,0.8,1,2349,2368,4555,8636880,34433560,8299182,29559,29561,29552
20,0.6,0.8,1,3980,3987,6633,11024620,32035062,14062902,29646,29649,29553
25,0.6,0.8,1,6805,6825,10391,7711794,23721508,7699686,29592,29595,29553
30,0.6,0.8,1,8517,8528,13555,11939561,26683179,7524665,29824,29828,29554
35,0.6,0.8,1,9777,9801,14344,11592490,34052126,7291699,29700,29704,29554
40,0.6,0.8,1,17005,17011,28349,23245309,35150082,8090401,30287,30291,29554
45,0.6,0.8,1,20273,20296,34063,18225610,27385245,11926170,30447,30452,29561
5,0.6,0.8,1,297,297,374,6270878,20518115,6311270,29559,29559,29558
50,0.6,0.8,1,27736,27754,41744,12032569,20995844,6500409,29964,29969,29561
55,0.6,0.8,1,27770,27780,48731,60507705,71138785,6707140,31963,31969,29561
60,0.6,0.8,1,23138,23186,47795,199961617,240354504,6380959,38351,38358,29562
65,0.6,0.8,1,35858,35862,59600,416720132,438371581,6682958,45752,45860,29562
70,0.6,0.8,1,48167,48225,76627,407710688,429963449,6514419,44097,44105,29562
75,0.6,0.8,1,45497,45541,69792,208868164,217797468,6569882,37982,38021,29563
80,0.6,0.8,1,59236,59265,89590,174024389,203969955,6752271,37148,37157,29563
85,0.6,0.8,1,59412,59434,102497,223653484,269149552,6699495,39483,39533,29564
90,0.6,0.8,1,56937,57022,107943,4545360663,4768272625,8901078,136523,138479,29564
95,0.6,0.8,1,100470,100535,169323,1229189307,1298132083,11644275,68546,68587,33425
10,0.6,1,1,1867,1867,2567,5761794,21502702,6302932,33421,33422,33419
100,0.6,1,1,182844,182912,248895,15158192,29449799,7341771,34042,34054,33425
15,0.6,1,1,3597,3605,5942,6274169,18823854,6298890,33427,33429,33419
20,0.6,1,1,7565,7567,9635,6173411,17900006,6066785,33427,33429,33419
25,0.6,1,1,11818,11820,15057,6154094,18026966,6121942,33429,33432,33420
30,0.6,1,1,17646,17648,22730,6317631,21034415,6283162,33432,33435,33420
35,0.6,1,1,18854,18868,26534,9673043,23898706,8744965,33451,33455,33420
40,0.6,1,1,28324,28339,44638,9757284,24829874,7487896,33488,33493,33421
45,0.6,1,1,35706,35726,49672,14561862,21699487,10777266,33526,33531,33421
5,0.6,1,1,496,496,568,6025693,18215920,6474663,33420,33420,33418
50,0.6,1,1,43998,44045,62939,7674639,22299567,6586483,33541,33547,33422
55,0.6,1,1,54506,54523,74955,7459937,24455140,7805639,33480,33486,33422
60,0.6,1,1,73412,73420,96814,11268804,30691418,8004595,33537,33544,33422
65,0.6,1,1,73834,73849,106778,14620672,24838953,9631877,33855,33862,33423
70,0.6,1,1,84680,84680,121502,10379251,18263206,6295713,33735,33743,33423
75,0.6,1,1,108631,108633,152046,10535799,18421243,6490700,33750,33759,33423
80,0.6,1,1,114628,114642,164133,8692999,26619529,6467577,33621,33630,33424
85,0.6,1,1,142345,142346,189617,10838783,30633368,9984043,33656,33666,33424
90,0.6,1,1,121606,121642,191207,53298958,50902887,7312289,35367,35377,33425
95,0.6,1,1,164996,165006,231063,11998552,25209125,6880968,33905,33916,33425
10,0.8,0.2,1,0,0,0,6907601,15516843,8899499,33421,33422,33419
100,0.8,0.2,1,0,0,0,6597966,13588492,7788316,33453,33460,33425
15,0.8,0.2,1,0,0,0,6230993,12180818,6236918,33423,33424,33419
20,0.8,0.2,1,0,0,0,6316757,15624061,6020233,33424,33426,33419
25,0.8,0.2,1,0,0,0,6339464,12262499,7218019,33426,33428,33420
30,0.8,0.2,1,0,0,0,6982521,12949128,6869663,33427,33430,33420
35,0.8,0.2,1,0,0,0,6215984,12833260,6112107,33429,33432,33420
40,0.8,0.2,1,0,0,0,8889635,19005051,6375687,33431,33434,33421
45,0.8,0.2,1,0,0,0,9159708,15502554,7127387,33433,33436,33421
5,0.8,0.2,1,0,0,0,7002477,18711156,11990430,33419,33420,33418
50,0.8,0.2,1,0,0,0,8582150,15600481,9108442,33435,33438,33422
55,0.8,0.2,1,0,0,0,6258072,12652560,8378579,33436,33440,33422
60,0.8,0.2,1,0,0,0,6375863,12779670,6365191,33438,33443,33422
65,0.8,0.2,1,0,0,0,6502581,12603450,6272223,33440,33445,33423
70,0.8,0.2,1,0,0,0,6144985,14804864,6356901,33442,33447,33423
75,0.8,0.2,1,0,0,0,8253503,16552676,8926374,33443,33448,33423
80,0.8,0.2,1,0,0,0,8459481,18055353,6671247,33446,33452,33424
85,0.8,0.2,1,0,0,0,9528558,17873815,8072410,33446,33453,33424
90,0.8,0.2,1,0,0,0,6609081,13093129,7639282,33452,33459,33425
95,0.8,0.2,1,0,0,0,6394777,15040599,6944251,33451,33458,33425
10,0.8,0.4,1,430,430,723,7176488,19065782,8315290,33427,33428,33419
100,0.8,0.4,1,1981,1981,3374,37213677732,39763676676,8079330,496293,483389,33425
15,0.8,0.4,1,728,741,1153,6183863,18166329,8480888,21256,22477,20570
20,0.8,0.4,1,606,608,1103,7974602,25535156,6254418,24032,24776,23984
25,0.8,0.4,1,73,73,75,10946833,25779451,7231813,24778,24781,24726
30,0.8,0.4,1,7,7,7,8585355,29961752,7112893,24825,24828,24726
35,0.8,0.4,1,355,355,515,11771301,28739251,8678001,24977,24981,24727
40,0.8,0.4,1,536,536,1090,31664097,36639579,10490307,25754,25759,24727
45,0.8,0.4,1,52,52,52,6912560,19231170,10103345,24741,24747,24728
5,0.8,0.4,1,156,156,156,12776426,22060587,6388125,24726,24727,24725
50,0.8,0.4,1,101,101,163,6691211,19353383,6525729,24744,24750,24728
55,0.8,0.4,1,639,640,841,168247939,168865077,6297359,30711,30717,24728
60,0.8,0.4,1,1935,1935,2863,640364083,650581727,6684044,42721,42819,24729
65,0.8,0.4,1,675,675,989,181255193,209017141,6312449,29255,29262,24729
70,0.8,0.4,1,118,118,118,1579359901,249954704,6833114,59807,60038,24730
75,0.8,0.4,1,846,846,1878,12210227,31269678,9239760,24876,24884,24730
80,0.8,0.4,1,1145,1145,1757,1475914177,1370422253,8342825,51564,51736,24730
85,0.8,0.4,1,3,3,3,13269564,29202112,7136954,24956,24966,24731
90,0.8,0.4,1,610,610,761,14914315524,16119867276,7028632,233826,236593,24731
95,0.8,0.4,1,877,877,1266,626182555,654433159,7960199,38143,38154,27946
10,0.8,0.6,1,766,772,985,6335842,18495411,6224280,27949,27950,27940
100,0.8,0.6,1,27778,27787,55292,1.32E+11,1.71E+11,7508702,1408177,1407513,27947
