Size,RDD,TF,Epsilon,Exact,Approximation,Greedy,E_runtime,A_runtime,G_runtime,E_memory,A_memory,G_memory
15,0.2,0.6,50,1200,1918,1918,7292189,20189266,9007043,793,799,767
20,0.2,0.6,50,1570,3268,3317,6711101,18178935,7082132,848,856,767
25,0.2,0.6,50,2903,4725,4725,6760526,21790495,5958085,844,854,768
30,0.2,0.6,50,5043,8621,8621,10458763,25061451,6188485,953,964,769
35,0.2,0.6,50,6999,12330,12340,16719651,33458513,6207357,1509,1522,769
40,0.2,0.6,50,10476,16853,17134,23290057,37031646,7104609,1898,1936,769
45,0.2,0.6,50,10957,18794,19303,60046264,39339173,11720221,3672,3693,770
5,0.2,0.6,50,140,242,247,5887100,19235326,5442342,768,770,767
50,0.2,0.6,50,12814,20774,20804,48311552,38432985,6264405,3174,3197,770
55,0.2,0.6,50,16069,22089,22140,32022244,38980308,6375757,2537,2562,770
60,0.2,0.6,50,20883,29443,30969,165309895,87170265,7259208,8819,9247,771
65,0.2,0.6,50,20665,28971,32287,75325005,40437319,6944292,41104,4440,37471
70,0.2,0.6,50,22136,38477,44392,874391910,213212712,10830456,67550,31081,37474
75,0.2,0.6,50,31566,41900,48694,720267650,182355206,10319534,61458,25384,37474
80,0.2,0.6,50,32477,43028,52211,354278553,137467870,7287660,50769,14742,37475
85,0.2,0.6,50,34121,45284,62722,1426687076,438500335,8032251,71741,39284,37475
90,0.2,0.6,50,41779,53588,62814,4253788225,949341041,8141358,176591,144395,37475
95,0.2,0.6,50,46009,61539,75829,2152825323,453237597,8691394,107206,73710,37155
10,0.2,0.8,50,1569,2029,2029,10722998,18037514,5938018,37152,776,37148
100,0.2,0.8,50,105901,123326,150807,1210364014,408463288,8031196,70963,39149,37155
15,0.2,0.8,50,2590,3523,3523,5379577,15809073,5762813,37159,786,37149
20,0.2,0.8,50,4999,7529,7529,5549424,23458629,5782428,37181,810,37149
25,0.2,0.8,50,5896,8933,8933,6391474,17995859,6427972,37200,832,37149
30,0.2,0.8,50,13769,17145,17167,7688766,19875330,5880148,37263,898,37150
35,0.2,0.8,50,10768,19493,19493,9416468,13971626,5574058,37417,1052,37150
40,0.2,0.8,50,16005,29078,29078,16829823,17748832,5724847,38108,1746,37151
45,0.2,0.8,50,23477,36078,36111,19173822,25037219,7562321,38406,2046,37151
5,0.2,0.8,50,396,607,607,6213839,17253857,6667354,37149,772,37148
50,0.2,0.8,50,25834,36662,38607,18875390,23806121,6110140,38285,1975,37151
55,0.2,0.8,50,37149,49835,58550,75618463,38729816,5546469,41735,5614,37152
60,0.2,0.8,50,36349,50061,58136,50080054,33679280,7361425,40476,4437,37152
65,0.2,0.8,50,47499,63382,74719,105903665,48460740,5800855,43749,7574,37152
70,0.2,0.8,50,42997,63402,77056,315457783,99733392,6122968,50765,14730,37153
75,0.2,0.8,50,54048,73349,81979,67716738,52179276,6019866,40873,5015,37153
80,0.2,0.8,50,62435,78373,98265,416254851,241297381,6081236,54442,20855,37154
85,0.2,0.8,50,55352,68274,100402,632752937,459143664,6437544,56574,26193,37154
90,0.2,0.8,50,78086,93794,114261,501170972,356507112,6514753,56737,26303,37154
95,0.2,0.8,50,87020,112837,147530,1844928683,747249844,6485418,82815,52090,37155
10,0.2,1,50,1921,2715,2715,7193363,17339104,6572884,37151,776,37148
100,0.2,1,50,171168,188255,242041,9925558,22076573,6427865,37466,1348,37155
15,0.2,1,50,3944,6022,6022,5631026,18215776,6461788,37153,780,37149
20,0.2,1,50,7032,10011,9947,5621769,17046455,5414357,37155,784,37149
25,0.2,1,50,11344,15726,15109,5578000,16785596,5432046,37161,793,37149
30,0.2,1,50,12864,21418,21418,5771542,17864282,5468911,37170,804,37150
35,0.2,1,50,22558,28286,28298,6085376,17428297,6283659,37162,800,37150
40,0.2,1,50,33256,46494,46494,7178450,19340338,6551103,37166,807,37151
45,0.2,1,50,36891,52107,52120,6395344,21184910,5917964,37170,815,37151
5,0.2,1,50,419,536,546,6292960,19275809,5794289,37149,772,37148
50,0.2,1,50,43331,60076,65372,7307036,21778965,7910595,37205,900,37151
55,0.2,1,50,53067,69013,80156,7684953,23364995,9587036,37224,945,37152
60,0.2,1,50,47152,57426,75331,8424131,22967435,6505306,37216,952,37152
65,0.2,1,50,77220,97294,115588,6686760,23729984,6451857,37218,923,37152
70,0.2,1,50,87288,99130,124285,5888077,19982148,6065407,37190,922,37153
75,0.2,1,50,84307,96910,128269,6455993,19625024,5958641,37228,938,37153
80,0.2,1,50,114361,130509,173268,6369604,20468764,5785022,37242,1041,37154
85,0.2,1,50,149864,166500,201583,6474927,22159716,6070348,37222,1134,37154
90,0.2,1,50,150649,168191,213741,6431036,22318351,6163787,37223,1128,37154
95,0.2,1,50,153874,173279,222196,7437096,21519501,6348236,37273,1064,37155
10,0.4,0.2,50,52,52,52,6622140,20865521,6143467,37158,782,37148
100,0.4,0.2,50,14,14,14,8119072,27318799,7821008,37187,852,37155
15,0.4,0.2,50,24,27,27,7392621,22272777,6799783,37156,783,37149
20,0.4,0.2,50,24,24,26,6098660,18426315,6190670,37178,807,37149
25,0.4,0.2,50,57,57,57,6574457,17367360,7377932,37168,798,37149
30,0.4,0.2,50,223,283,283,6149531,21991589,5685079,37192,824,37150
35,0.4,0.2,50,14,14,14,8286154,20394598,7816112,37265,900,37150
40,0.4,0.2,50,8,8,8,5480678,16599588,5017540,37166,802,37151
45,0.4,0.2,50,9,9,9,14059202,19355321,5868800,37207,845,37151
5,0.4,0.2,50,45,47,47,6425510,16582364,11890771,37150,773,37148
50,0.4,0.2,50,46,46,46,6880575,20407024,6120663,37230,870,37151
55,0.4,0.2,50,36,49,49,10006227,24079056,5240846,37347,1183,37152
60,0.4,0.2,50,12,12,12,6934279,21029247,5512626,37231,929,37152
65,0.4,0.2,50,82,106,106,6101975,19524372,5504274,37192,862,37152
70,0.4,0.2,50,5,5,5,6306410,19140630,6898020,37177,831,37153
75,0.4,0.2,50,52,52,52,7445476,20930349,6273245,37230,938,37153
80,0.4,0.2,50,10,10,10,10429811,23812760,6763812,37354,1184,37154
85,0.4,0.2,50,3,3,3,175245389,213991740,6334786,41430,9547,37154
90,0.4,0.2,50,105,140,146,47431901,49456828,6919021,38539,3160,37155
95,0.4,0.2,50,23,23,23,10618438,23870718,6850064,37320,37331,37155
10,0.4,0.4,50,185,221,221,6189479,17799268,5610462,37154,37155,37149
100,0.4,0.4,50,10140,14799,18834,963923775,453056150,6493997,62233,62245,37155
15,0.4,0.4,50,476,629,629,5518066,16711072,5644488,37154,37156,37149
20,0.4,0.4,50,364,578,578,6121638,17306975,5649315,37181,37183,37150
25,0.4,0.4,50,1183,1399,1399,7735956,19906321,5492794,37298,37301,37151
30,0.4,0.4,50,754,1355,1355,7267990,19854181,5719850,37269,37272,37151
35,0.4,0.4,50,1610,2050,2050,10140686,14261164,6108131,37468,37472,37152
40,0.4,0.4,50,2953,4354,4354,18499288,17074103,5568135,38082,38087,37152
45,0.4,0.4,50,3718,6490,6490,32397888,20322316,5618375,38942,38947,37152
5,0.4,0.4,50,66,66,66,5562003,16602877,5602264,37151,37152,37150
50,0.4,0.4,50,6546,9441,9483,94649825,36356654,5728939,41810,41815,37153
55,0.4,0.4,50,3588,4303,4380,17011901,22537640,6195967,37877,37884,37153
60,0.4,0.4,50,4053,6149,6632,89185690,33406548,6127958,41576,41583,37154
65,0.4,0.4,50,5096,7927,9780,127310892,43895081,5959837,43129,43136,37154
70,0.4,0.4,50,4707,8203,9175,195621388,52505969,5984389,45672,45680,37154
75,0.4,0.4,50,6066,10189,11158,83356132,32544421,6119785,40441,40450,37155
80,0.4,0.4,50,9267,13902,16032,349843794,156303487,6048423,49476,49485,37155
85,0.4,0.4,50,7504,9971,11477,245392614,328982012,6530748,45316,45326,37156
90,0.4,0.4,50,7529,10801,11684,2619624126,730988778,6359497,124435,124445,37156
95,0.4,0.4,50,11123,15592,17610,600996846,121094825,6996777,54594,54605,36775
10,0.4,0.6,50,664,727,727,5549211,16672903,5641628,36772,36773,36768
100,0.4,0.6,50,40667,56285,73373,30354836664,4265219091,6459565,393279,392407,36775
15,0.4,0.6,50,1130,1564,1564,6068249,18911949,7578529,34483,35098,33937
20,0.4,0.6,50,2814,4596,4596,7673021,21297539,6262732,35845,36632,35718
25,0.4,0.6,50,3222,5460,5460,7533144,22170382,6332538,36572,36575,36503
30,0.4,0.6,50,2649,4053,4053,11150232,19139316,6313492,36785,36789,36503
35,0.4,0.6,50,4062,8054,8054,10984612,16218312,5866585,36867,36871,36504
40,0.4,0.6,50,9779,14326,14328,17398835,32075590,6342232,37338,37342,36504
45,0.4,0.6,50,9363,15557,15630,49067461,32233964,5583040,39713,39718,36504
5,0.4,0.6,50,329,405,405,5332424,17346484,5922167,36503,36504,36501
50,0.4,0.6,50,9196,16281,16499,44645103,28789754,20252431,39011,39016,36505
55,0.4,0.6,50,11988,19131,21083,192659183,58092893,10574818,44181,44187,36505
60,0.4,0.6,50,14027,22292,22923,192514034,54050566,6576729,44812,44859,36505
65,0.4,0.6,50,16298,25213,29295,278486204,98972082,6123413,46646,46653,36506
70,0.4,0.6,50,21087,33079,36780,985278502,236206400,6146159,62577,62756,36506
75,0.4,0.6,50,26005,36835,41325,992950508,179363351,7450984,62239,62247,36507
80,0.4,0.6,50,22237,33863,39964,2018393258,247503291,6207166,84354,84655,36507
85,0.4,0.6,50,28054,41943,49652,5313021980,755598821,6326997,150197,150409,36507
90,0.4,0.6,50,30766,43112,53797,6057605780,1526134662,7462970,147248,147452,40184
95,0.4,0.6,50,32645,47681,59037,2590727790,339197348,6518251,93299,93309,39725
10,0.4,0.8,50,1167,1535,1535,5775249,15896014,5620618,39996,40272,39718
100,0.4,0.8,50,97548,115182,158666,3431680905,746071597,6674408,126693,126250,40345
15,0.4,0.8,50,1929,3224,3224,5723884,18068068,6261843,39948,40142,39663
20,0.4,0.8,50,3950,6846,6846,6659229,18376424,5639212,40162,40164,40118
25,0.4,0.8,50,5019,9088,9180,7495543,20286068,5629980,40242,40245,40119
30,0.4,0.8,50,8467,13746,13786,6847482,18688181,5725034,40193,40196,40119
35,0.4,0.8,50,15952,22319,22319,9032534,23246719,5872885,40363,40367,40120
40,0.4,0.8,50,17651,26040,26040,25271823,27586705,6252891,41783,41787,40120
45,0.4,0.8,50,18301,28860,32688,38624618,32035013,6146822,42233,42238,40120
5,0.4,0.8,50,267,296,296,5727220,17199957,5742503,40119,40119,40117
50,0.4,0.8,50,23569,35146,41011,63986158,40024000,6464852,43690,43716,40121
55,0.4,0.8,50,28936,42791,45640,67750985,34351407,6867646,43546,43552,40121
60,0.4,0.8,50,29230,42512,43893,54959126,32390560,5859220,43006,43023,40122
65,0.4,0.8,50,45484,61240,73141,167629257,53958758,6219928,46771,46779,40122
70,0.4,0.8,50,43927,61062,71324,1039934473,192647992,6364826,69134,69344,40122
75,0.4,0.8,50,55140,75284,88824,336876225,116370328,20801519,54070,54079,40123
80,0.4,0.8,50,53935,69717,89368,1000730057,434581203,6262832,70882,71084,40123
85,0.4,0.8,50,42421,60119,82999,7036184276,2607932119,6350668,175849,175959,40123
90,0.4,0.8,50,57539,79480,102035,1955169472,775644680,8459580,84889,84819,39906
95,0.4,0.8,50,80826,102040,136344,1996647271,678542480,7028943,91282,91443,39826
10,0.4,1,50,1992,2789,2789,5599083,16951183,5891643,39882,40306,39880
100,0.4,1,50,159354,177241,242336,12441537,28282015,6506527,40975,41157,40309
15,0.4,1,50,4269,7060,7060,5593325,17183345,5765141,40840,41113,40835
20,0.4,1,50,7376,10916,10916,6008696,17266776,5813549,41224,41226,41107
25,0.4,1,50,10888,15071,15127,6298908,17273412,6115398,41235,41238,41218
30,0.4,1,50,16232,23186,23186,5918153,17644041,5707112,41241,41244,41218
35,0.4,1,50,24061,34364,34402,5809296,17523426,5659177,41232,41236,41219
40,0.4,1,50,31630,43927,43938,6503343,17932402,5903546,41242,41247,41219
45,0.4,1,50,32751,43591,49887,6065534,19046591,5653671,41260,41265,41219
5,0.4,1,50,604,614,614,9248754,23206649,6186715,41218,41218,41216
50,0.4,1,50,38905,51356,57896,11745710,27859754,10296230,41367,41373,41220
55,0.4,1,50,59271,73522,87166,12015794,29536820,7778260,41437,41444,41220
60,0.4,1,50,73786,87891,105988,6570559,20260397,5967886,41272,41279,41221
65,0.4,1,50,74714,88405,112184,8133827,23398136,6062986,41407,41415,41221
70,0.4,1,50,91448,105553,126460,7018726,21149179,6001257,41328,41336,41221
75,0.4,1,50,85601,99332,129079,7148979,22415436,6055956,41334,41342,41222
80,0.4,1,50,131296,148249,175488,8238227,25661622,6198243,41405,41414,41222
85,0.4,1,50,123188,142658,187417,11441659,24443070,6079840,41645,41655,41222
90,0.4,1,50,131567,148010,203613,12683623,26246185,6414298,41820,41831,41223
95,0.4,1,50,150723,168969,217296,23394044,30123209,7055528,42298,42309,41223
10,0.6,0.2,50,3,3,3,5762152,18203051,5967162,41219,41220,41217
100,0.6,0.2,50,0,0,0,6099285,12610770,6630944,41250,41258,41224
15,0.6,0.2,50,0,0,0,5666716,11402525,5548562,41221,41222,41217
20,0.6,0.2,50,0,0,0,5638244,11392147,6948000,41222,41224,41218
25,0.6,0.2,50,0,0,0,5718436,12796208,5758185,41224,41226,41218
30,0.6,0.2,50,0,0,0,6207683,11683793,7258540,41226,41229,41218
35,0.6,0.2,50,0,0,0,5947711,12599485,5637925,41228,41230,41219
40,0.6,0.2,50,0,0,0,5946922,11624066,7391143,41229,41232,41219
45,0.6,0.2,50,0,0,0,5878178,13667030,5665897,41231,41234,41219
5,0.6,0.2,50,2,2,2,5591912,17483258,8231805,41219,41219,41216
50,0.6,0.2,50,0,0,0,6198248,13430064,5709166,41234,41237,41220
55,0.6,0.2,50,0,0,0,5816403,11472698,5923742,41236,41240,41220
60,0.6,0.2,50,0,0,0,5952497,14474348,5784002,41237,41241,41221
65,0.6,0.2,50,0,0,0,5975714,11906422,5986954,41238,41243,41221
70,0.6,0.2,50,0,0,0,7405868,14204273,6250279,41240,41245,41221
75,0.6,0.2,50,0,0,0,5921241,12492784,5585872,41242,41247,41222
80,0.6,0.2,50,0,0,0,9479739,14298571,6267801,41244,41250,41222
85,0.6,0.2,50,0,0,0,5851838,12424265,6171504,41246,41253,41222
90,0.6,0.2,50,0,0,0,8682972,12723348,7259729,41248,41255,41223
95,0.6,0.2,50,0,0,0,5984860,13833756,6404674,41249,41256,41223
10,0.6,0.4,50,126,201,201,5648800,16840141,5569026,41223,41224,41217
100,0.6,0.4,50,5216,7964,9068,16843563821,1489765296,6374789,248005,248108,41224
15,0.6,0.4,50,81,81,143,5676513,18684165,6940492,40181,40538,40173
20,0.6,0.4,50,244,244,244,5895322,17394681,6218276,40732,40917,40529
25,0.6,0.4,50,520,813,813,6459596,19716808,5655189,41140,41448,41088
30,0.6,0.4,50,1013,1607,1607,6734014,19448706,5766635,41588,41591,41393
35,0.6,0.4,50,1533,3240,3272,15462137,24229914,5744647,42247,42251,41515
40,0.6,0.4,50,549,709,709,30217659,21254582,7325463,42940,42945,41516
45,0.6,0.4,50,668,1165,1165,17152442,19941421,6142747,42096,42101,41516
5,0.6,0.4,50,53,53,53,5828504,17579646,6096467,41515,41516,41513
50,0.6,0.4,50,927,1669,1753,8892595,23910457,5767123,41698,41704,41517
55,0.6,0.4,50,1716,2760,2809,240134555,48653775,5875141,49545,49602,41517
60,0.6,0.4,50,3075,5084,5100,375776681,79795549,6199723,52807,52813,41517
65,0.6,0.4,50,2127,3221,3235,58739123,26119272,6429285,43829,43836,41518
70,0.6,0.4,50,2111,2906,2936,109050046,36754238,6104001,44641,44649,41518
75,0.6,0.4,50,2401,3492,4095,647830629,462758005,6265695,56784,56894,41518
80,0.6,0.4,50,1835,2299,2355,321895211,53598828,6498586,50314,50323,41519
85,0.6,0.4,50,1674,2518,2777,797780606,94327028,6406304,59251,59362,41519
90,0.6,0.4,50,7968,13378,17460,10281604829,3466045208,6536687,181745,181856,41520
95,0.6,0.4,50,2608,3541,3706,134949156,44477658,7150541,43731,44125,39962
10,0.6,0.6,50,506,819,819,5652136,17378520,5562476,40515,40688,40339
100,0.6,0.6,50,36728,49973,64145,1.14E+11,30157682391,7008293,1013746,1013735,40849
15,0.6,0.6,50,1074,1256,1337,6718628,17675191,17168037,39375,39397,39358
20,0.6,0.6,50,1372,2157,2157,9873165,23633304,5925507,39486,39489,39420
25,0.6,0.6,50,2861,4429,4429,9854847,21588055,5550025,39577,39580,39420
30,0.6,0.6,50,3125,5137,5137,18714082,24667156,6061711,40139,40142,39420
35,0.6,0.6,50,5381,9775,9816,22341960,30010633,6172464,40687,40691,39421
40,0.6,0.6,50,7433,11148,11148,39911615,21596168,6505050,41221,41226,39421
45,0.6,0.6,50,7128,12821,13372,128259048,51746739,6263996,45942,45957,39422
5,0.6,0.6,50,99,142,142,5867454,25492706,6146918,39420,39420,39419
50,0.6,0.6,50,6866,11263,11334,504292585,100120578,7007142,57747,57875,39422
55,0.6,0.6,50,8771,14351,14869,253109045,61800064,6178120,48892,48899,39422
60,0.6,0.6,50,10767,18026,18261,74587348,28914103,6317337,42077,42084,39423
65,0.6,0.6,50,11983,20858,22712,835845582,151361316,13397954,63355,63362,39423
70,0.6,0.6,50,20103,31506,38246,3302943183,1115884507,6452566,112151,112663,39423
75,0.6,0.6,50,15389,20406,22958,709973177,128024139,6705586,61160,61168,39166
80,0.6,0.6,50,13471,20380,23351,6000968130,684518641,6458840,146308,147808,39166
85,0.6,0.6,50,19165,28594,33210,5281271413,561306797,7063631,144454,144656,40199
90,0.6,0.6,50,29051,38031,48705,14886771520,3189744483,6608336,264824,265330,39382
95,0.6,0.6,50,33609,43952,50659,13622213997,1932992074,8021973,257866,258221,37396
10,0.6,0.8,50,1152,2022,2022,5939043,17589835,7460175,37248,37249,37241
100,0.6,0.8,50,79183,99042,138678,2509651939,1080940758,6923473,93462,93634,37248
15,0.6,0.8,50,2349,4555,4555,5730335,17888441,9012137,37009,37010,37002
20,0.6,0.8,50,3980,6633,6633,7549879,20591666,7789224,37096,37098,37002
25,0.6,0.8,50,6805,10391,10391,6434620,21138285,6065437,37041,37044,37002
30,0.6,0.8,50,8517,13410,13555,9774571,16073675,5505700,37274,37277,37003
35,0.6,0.8,50,9777,13487,14344,7411596,24826305,6178728,37149,37153,37003
40,0.6,0.8,50,17005,26622,28349,16358713,33382566,12709040,37736,37741,37003
45,0.6,0.8,50,20273,29123,34063,17895081,20424006,5765846,37890,37896,37004
5,0.6,0.8,50,297,374,374,5861201,17660481,6090169,37002,37003,37001
50,0.6,0.8,50,27736,37388,41744,11679690,28262807,5665360,37407,37413,37004
55,0.6,0.8,50,27770,39277,48731,48627062,33664169,6201845,39396,39412,37005
60,0.6,0.8,50,23138,35250,47795,219573935,146152280,6853373,45794,45801,37005
65,0.6,0.8,50,35858,46372,59600,436209774,161810861,6139711,53185,53303,37005
70,0.6,0.8,50,48167,62402,76627,378814580,192671804,6086034,51540,51548,37006
75,0.6,0.8,50,45497,57777,69792,197187795,99041560,5918499,45431,45470,37012
80,0.6,0.8,50,59236,73911,89590,165793298,120746362,6332475,44597,44606,37012
85,0.6,0.8,50,59412,74774,102497,227395111,150208719,6526327,46922,46982,37013
90,0.6,0.8,50,56937,76932,107943,4636399792,1874662194,6614735,142065,142075,37013
95,0.6,0.8,50,100470,118345,169323,1196875513,426698394,6861802,72032,72184,37021
10,0.6,1,50,1867,2567,2567,7541149,18416228,5889455,37017,37018,37015
100,0.6,1,50,182844,198225,248895,14143067,27363525,6969532,37638,37650,37021
15,0.6,1,50,3597,5942,5942,6693536,20891853,10900904,37023,37025,37015
20,0.6,1,50,7565,9635,9635,6176121,17787061,5239088,37023,37026,37016
25,0.6,1,50,11818,15057,15057,13657312,20772495,9296313,37025,37028,37016
30,0.6,1,50,17646,22730,22730,6930267,21721881,6088535,37028,37031,37016
35,0.6,1,50,18854,26534,26534,6255260,18658441,6246999,37047,37051,37017
40,0.6,1,50,28324,41779,44638,6846462,20274465,5951701,37085,37089,37017
45,0.6,1,50,35706,47817,49672,7390044,21218511,5733366,37122,37127,37017
5,0.6,1,50,496,568,568,5718833,17239480,5639660,37016,37016,37014
50,0.6,1,50,43998,56114,62939,8981025,19526660,6260401,37137,37143,37018
55,0.6,1,50,54506,63613,74955,6741628,21968769,5691029,37076,37083,37018
60,0.6,1,50,73412,83785,96814,8246896,24100601,6463449,37134,37140,37019
65,0.6,1,50,73834,89349,106778,11661517,21671282,5621713,37451,37459,37019
70,0.6,1,50,84680,98948,121502,10144292,19192774,6136042,37331,37339,37019
75,0.6,1,50,108631,127110,152046,10609479,17887168,6285146,37347,37355,37020
80,0.6,1,50,114628,126513,164133,11012665,24365937,9529501,37217,37226,37020
85,0.6,1,50,142345,156382,189617,9306039,26228958,6460093,37253,37262,37020
90,0.6,1,50,121606,136195,191207,50166641,34519737,7822480,38963,38974,37021
95,0.6,1,50,164996,182707,231063,11306043,26547648,6707601,37501,37512,37021
10,0.8,0.2,50,0,0,0,5700162,11514179,5761832,37017,37018,37015
100,0.8,0.2,50,0,0,0,6041520,12367757,6601406,37049,37056,37021
15,0.8,0.2,50,0,0,0,5630627,11349836,5755483,37019,37020,37015
20,0.8,0.2,50,0,0,0,5790448,11392456,5776218,37020,37022,37016
25,0.8,0.2,50,0,0,0,5629725,12231760,5697173,37022,37024,37016
30,0.8,0.2,50,0,0,0,6241557,12548346,5818522,37023,37026,37016
35,0.8,0.2,50,0,0,0,6128660,14035123,5785286,37025,37028,37017
40,0.8,0.2,50,0,0,0,6489075,11463991,8847480,37027,37030,37017
45,0.8,0.2,50,0,0,0,6000860,11686259,5842236,37029,37033,37017
5,0.8,0.2,50,0,0,0,5791127,11522376,5750479,37016,37016,37014
50,0.8,0.2,50,0,0,0,5786430,11698953,5875542,37031,37035,37018
55,0.8,0.2,50,0,0,0,7581532,11847139,9319628,37032,37036,37018
60,0.8,0.2,50,0,0,0,6096504,11905092,5883940,37035,37039,37019
65,0.8,0.2,50,0,0,0,6199080,11824090,6098669,37037,37042,37019
70,0.8,0.2,50,0,0,0,6368108,11995980,6161539,37038,37043,37019
75,0.8,0.2,50,0,0,0,7556219,15491042,6131250,37039,37045,37020
80,0.8,0.2,50,0,0,0,6042282,12151847,7415588,37042,37048,37020
85,0.8,0.2,50,0,0,0,6654084,12634980,6485022,37043,37049,37020
90,0.8,0.2,50,0,0,0,6083394,12889568,6738805,37049,37055,37021
95,0.8,0.2,50,0,0,0,6302508,12469464,6559363,37047,37054,37021
10,0.8,0.4,50,430,723,723,5774647,17199371,5721240,37023,37025,37015
100,0.8,0.4,50,1981,2755,3374,40047104204,35407658144,6737646,501130,500580,37022
15,0.8,0.4,50,728,1144,1153,6253989,17752179,8648921,37817,38012,37761
20,0.8,0.4,50,606,1103,1103,7803299,19511222,6030915,38326,38763,38278
25,0.8,0.4,50,73,75,75,7384713,21550776,6317894,38766,38768,38714
30,0.8,0.4,50,7,7,7,7343540,22128847,6946926,38813,38816,38714
35,0.8,0.4,50,355,515,515,12926500,24196421,7028978,38964,38968,38715
40,0.8,0.4,50,536,1090,1090,26055965,36223572,6508685,39742,39746,38715
45,0.8,0.4,50,52,52,52,5732602,16589461,5811752,38729,38734,38715
5,0.8,0.4,50,156,156,156,5431788,18212833,6047748,38714,38715,38712
50,0.8,0.4,50,101,163,163,6639026,17654672,7764769,38732,38737,38716
55,0.8,0.4,50,639,841,841,184756445,95480774,11709972,44698,44705,38716
60,0.8,0.4,50,1935,2781,2863,744567340,113243136,6711244,56678,56807,38716
65,0.8,0.4,50,675,922,989,204581482,194842519,5873685,43242,43250,38717
70,0.8,0.4,50,118,118,118,1697155799,249656949,7120388,73785,74026,38717
75,0.8,0.4,50,846,996,1878,9837803,26983310,7063854,38863,38872,38718
80,0.8,0.4,50,1145,1604,1757,1543266050,1017070538,6395354,65552,65723,38718
85,0.8,0.4,50,3,3,3,12044329,27390735,6488886,38944,38954,38718
90,0.8,0.4,50,610,697,761,14996846892,12179864150,6484828,247882,247192,38719
95,0.8,0.4,50,877,1103,1266,616621040,66984593,8042717,48945,49394,38749
10,0.8,0.6,50,766,985,985,6603492,18078663,6500568,39189,39190,39180
100,0.8,0.6,50,27778,38806,55292,1.29E+11,43675234099,6963032,1427282,1427294,39187
