Size,RDD,TF,Epsilon,Exact,Approximation,Greedy,E_runtime,A_runtime,G_runtime,E_memory,A_memory,G_memory
10,0.2,0.8,0.1,1569,1569,2029,8989071,21266527,8565553,36887,777,36883
100,0.2,0.8,0.1,105901,105901,150807,1241855178,1890841348,10203806,70699,87808,36890
15,0.2,0.8,0.1,2590,2590,3523,5344011,24519312,5811689,36894,792,36884
20,0.2,0.8,0.1,4999,4999,7529,6462543,16724877,9174794,36916,841,36884
25,0.2,0.8,0.1,5896,5896,8933,6619574,18272824,5230316,36936,877,36885
30,0.2,0.8,0.1,13769,13771,17167,7957951,21321521,5001339,36998,1005,36885
35,0.2,0.8,0.1,10768,10768,19493,9167874,19469932,5006793,37152,1331,36885
40,0.2,0.8,0.1,16005,16005,29078,19439761,35420521,5046207,37843,2832,36886
45,0.2,0.8,0.1,23477,23477,36111,18701869,37419879,5166503,38141,3345,36886
5,0.2,0.8,0.1,396,396,607,5079878,16283427,5298323,36884,772,36883
50,0.2,0.8,0.1,25834,25835,38607,19346494,34530630,5135008,38020,3087,36886
55,0.2,0.8,0.1,37149,37149,58550,79096318,133411549,5541517,41470,11285,36887
60,0.2,0.8,0.1,36349,36349,58136,54588260,81530249,5795782,40211,7642,36887
65,0.2,0.8,0.1,47499,47499,74719,114147711,174464594,5760497,43484,15195,36888
70,0.2,0.8,0.1,42997,42997,77056,346312713,507180914,5835955,50500,32379,36888
75,0.2,0.8,0.1,54048,54048,81979,71599242,105819047,5977623,40608,8748,36888
80,0.2,0.8,0.1,62435,62436,98265,425543166,646754007,5984247,54178,40935,36889
85,0.2,0.8,0.1,55352,55352,100402,703376430,1014267425,9198639,56309,48565,36889
90,0.2,0.8,0.1,78086,78086,114261,628666126,847587179,7450104,56472,44948,36889
95,0.2,0.8,0.1,87020,87020,147530,1967593573,2571211591,7443751,82550,111495,36890
10,0.2,1,0.1,1921,1921,2715,5961253,18048020,6296377,36886,776,36883
100,0.2,1,0.1,171168,171168,242041,11233844,30292676,11165044,37201,1410,36890
15,0.2,1,0.1,3944,3944,6022,5456895,16334120,5638274,36888,780,36884
20,0.2,1,0.1,7032,7032,9947,5940809,26642752,6269290,36890,785,36884
25,0.2,1,0.1,11344,11344,15109,5750878,18245869,5687739,36896,798,36885
30,0.2,1,0.1,12864,12864,21418,6320132,19172581,5756530,36905,814,36885
35,0.2,1,0.1,22558,22558,28298,5874540,17351771,6219339,36898,800,36885
40,0.2,1,0.1,33256,33256,46494,6162472,17444140,5360747,36901,808,36886
45,0.2,1,0.1,36891,36891,52120,5952907,17665529,6285971,36905,816,36886
5,0.2,1,0.1,419,419,546,5990232,16842008,5403755,36884,773,36883
50,0.2,1,0.1,43331,43331,65372,5970363,19733736,5888740,36940,885,36887
55,0.2,1,0.1,53067,53067,80156,7186152,22405679,6201439,36959,924,36887
60,0.2,1,0.1,47152,47152,75331,7955762,21601930,6799304,36951,909,36887
65,0.2,1,0.1,77220,77220,115588,7670543,20661223,6121406,36953,912,36888
70,0.2,1,0.1,87288,87288,124285,7059522,19303612,6259219,36925,857,36888
75,0.2,1,0.1,84307,84307,128269,7360123,20437859,5872933,36964,936,36888
80,0.2,1,0.1,114361,114361,173268,7152046,21402440,6314440,36977,963,36889
85,0.2,1,0.1,149864,149864,201583,12211914,26427622,6284581,36957,921,36889
90,0.2,1,0.1,150649,150649,213741,6757550,20121864,6573475,36958,924,36890
95,0.2,1,0.1,153874,153874,222196,7226148,23882695,6597706,37008,1025,36890
10,0.4,0.2,0.1,52,52,52,5863960,18502904,6476346,36893,790,36884
100,0.4,0.2,0.1,14,14,14,8306256,19334740,6505124,36922,852,36890
15,0.4,0.2,0.1,24,24,27,5580234,17202591,5869109,36891,787,36884
20,0.4,0.2,0.1,24,24,26,6331382,19183593,5262346,36913,831,36884
25,0.4,0.2,0.1,57,57,57,6002048,18174956,5867242,36903,810,36885
30,0.4,0.2,0.1,223,223,283,6986559,20182550,6798784,36928,860,36885
35,0.4,0.2,0.1,14,14,14,8958513,25274624,6069568,37000,1005,36885
40,0.4,0.2,0.1,8,8,8,6245532,18973756,6435821,36901,807,36886
45,0.4,0.2,0.1,9,9,9,8111020,22303470,6324637,36943,891,36886
5,0.4,0.2,0.1,45,45,47,6622540,21280616,7621205,36885,774,36883
50,0.4,0.2,0.1,46,46,46,7575903,22492053,7229671,36965,936,36887
55,0.4,0.2,0.1,36,36,49,10263698,22633014,5848984,37083,1171,36887
60,0.4,0.2,0.1,12,12,12,7134010,20650233,6009782,36966,938,36887
65,0.4,0.2,0.1,82,82,106,6315259,18720587,5832508,36928,862,36888
70,0.4,0.2,0.1,5,5,5,7034726,18418067,5899348,36912,831,36888
75,0.4,0.2,0.1,52,52,52,7573805,23195397,6742103,36966,938,36888
80,0.4,0.2,0.1,10,10,10,12978569,26491662,6978650,37090,1186,36889
85,0.4,0.2,0.1,3,3,3,178870165,207761498,12003775,41165,9478,36889
90,0.4,0.2,0.1,105,105,146,43963753,61343514,7856123,38275,3560,36890
95,0.4,0.2,0.1,23,23,23,10340932,24010342,12950238,37055,37066,36890
10,0.4,0.4,0.1,185,185,221,6301199,17541766,5588762,36889,36890,36884
100,0.4,0.4,0.1,10140,10140,18834,1006875773,1028908529,6414659,61969,61980,36890
15,0.4,0.4,0.1,476,476,629,5993783,17956259,6092826,36890,36892,36885
20,0.4,0.4,0.1,364,364,578,7365420,18956453,5596717,36916,36918,36886
25,0.4,0.4,0.1,1183,1183,1399,8299130,22110714,5743724,37033,37036,36886
30,0.4,0.4,0.1,754,754,1355,8034554,21313264,6374818,37004,37007,36886
35,0.4,0.4,0.1,1610,1610,2050,10878351,17844794,5906954,37203,37207,36887
40,0.4,0.4,0.1,2953,2953,4354,19393978,29349808,6272959,37817,37822,36887
45,0.4,0.4,0.1,3718,3718,6490,37500703,45626642,5925250,38677,38682,36887
5,0.4,0.4,0.1,66,66,66,6064677,17149191,5598423,36886,36887,36884
50,0.4,0.4,0.1,6546,6546,9483,101547894,118769215,6304534,41545,41550,36888
55,0.4,0.4,0.1,3588,3588,4380,17794610,31319930,6111075,37612,37619,36888
60,0.4,0.4,0.1,4053,4053,6632,97819802,108775768,6224791,41311,41318,36889
65,0.4,0.4,0.1,5096,5096,9780,141164999,149570103,5959082,42864,42871,36889
70,0.4,0.4,0.1,4707,4708,9175,214063581,231018534,6191811,45407,45415,36889
75,0.4,0.4,0.1,6066,6066,11158,85817868,100793853,6182707,40176,40185,36890
80,0.4,0.4,0.1,9267,9267,16032,378826181,425567843,6293203,49211,49220,36890
85,0.4,0.4,0.1,7504,7504,11477,269982353,280524871,6409198,45051,45061,36891
90,0.4,0.4,0.1,7529,7529,11684,2946149545,3157179589,6544892,124551,124308,36891
95,0.4,0.4,0.1,11123,11123,17610,650345359,685700641,6541229,54457,54468,36638
10,0.4,0.6,0.1,664,664,727,5792310,17089690,5939489,36635,36636,36631
100,0.4,0.6,0.1,40667,40667,73373,32375174842,54825087060,6721710,393381,394883,36638
15,0.4,0.6,0.1,1130,1130,1564,5856510,16703728,10393398,36517,36529,36413
20,0.4,0.6,0.1,2814,2816,4596,7526035,21868852,5559247,36632,36634,36505
25,0.4,0.6,0.1,3222,3222,5460,6783190,19630400,5960186,36574,36577,36505
30,0.4,0.6,0.1,2649,2649,4053,9921738,16860464,13442750,36788,36791,36505
35,0.4,0.6,0.1,4062,4062,8054,11522707,26424859,6216057,36870,36874,36506
40,0.4,0.6,0.1,9779,9779,14328,17300964,39325431,6189984,37340,37345,36506
45,0.4,0.6,0.1,9363,9363,15630,51088683,67019215,6619038,39715,39720,36507
5,0.4,0.6,0.1,329,329,405,5643259,20612354,5665986,36505,36506,36504
50,0.4,0.6,0.1,9196,9196,16499,44459406,58970325,5671597,39013,39019,36507
55,0.4,0.6,0.1,11988,11991,21083,193112433,214194636,5797097,44183,44189,36507
60,0.4,0.6,0.1,14027,14027,22923,196773370,228461130,5968470,44814,44862,36508
65,0.4,0.6,0.1,16298,16298,29295,273950310,297945888,5981380,46648,46656,36508
70,0.4,0.6,0.1,21087,21087,36780,937386588,996555382,6233753,62578,62758,36508
75,0.4,0.6,0.1,26005,26005,41325,881616493,888773125,6101037,62241,62250,36509
80,0.4,0.6,0.1,22237,22240,39964,2030028381,2198920595,6180018,84354,84657,36509
85,0.4,0.6,0.1,28054,28054,49652,5343107364,5473719343,6786871,146775,148863,36510
90,0.4,0.6,0.1,30766,30766,53797,5740586837,6952963178,6854168,146539,144804,38709
95,0.4,0.6,0.1,32645,32645,59037,2840676638,2992408509,6710458,90681,90948,37107
10,0.4,0.8,0.1,1167,1167,1535,5444423,17222589,5845222,37793,37905,37357
100,0.4,0.8,0.1,97548,97548,158666,3620244708,3958366673,6520080,124396,124398,37906
15,0.4,0.8,0.1,1929,1929,3224,5760362,16778235,6544496,37833,37835,37812
20,0.4,0.8,0.1,3950,3950,6846,6024097,34908301,5178750,37856,37858,37812
25,0.4,0.8,0.1,5019,5022,9180,7664153,20326853,6113479,37936,37939,37812
30,0.4,0.8,0.1,8467,8467,13786,6843875,18926653,5742756,37886,37889,37813
35,0.4,0.8,0.1,15952,15953,22319,20906711,27051960,5262924,38057,38061,37813
40,0.4,0.8,0.1,17651,17651,26040,25065406,40416943,5768412,39476,39481,37813
45,0.4,0.8,0.1,18301,18301,32688,47912783,61071424,5915880,39927,39932,37814
5,0.4,0.8,0.1,267,267,296,6232651,18296264,6230923,37812,37813,37811
50,0.4,0.8,0.1,23569,23569,41011,81788856,81189463,5857850,41384,41410,37814
55,0.4,0.8,0.1,28936,28938,45640,62903637,71583492,6694233,41239,41246,37815
60,0.4,0.8,0.1,29230,29230,43893,60734419,68392133,9156119,40689,40716,37815
65,0.4,0.8,0.1,45484,45484,73141,163906923,156142346,5901207,44465,44472,37815
70,0.4,0.8,0.1,43927,43927,71324,1031016747,973691263,6056115,66829,67037,37816
75,0.4,0.8,0.1,55140,55140,88824,353543748,388482194,6249819,51764,51772,37816
80,0.4,0.8,0.1,53935,53935,89368,1080324758,1056197923,6140478,68577,68777,37817
85,0.4,0.8,0.1,42421,42423,82999,7644485700,9165898958,6373897,176064,174765,37817
90,0.4,0.8,0.1,57539,57539,102035,1860901370,1933622573,6952310,83565,83736,38541
95,0.4,0.8,0.1,80826,80826,136344,2082225941,2147660081,6603240,90763,90558,38996
10,0.4,1,0.1,1992,1992,2789,5837518,16846812,5951096,39066,39348,38774
100,0.4,1,0.1,159354,159355,242336,12529377,24495728,6838966,39976,39988,39511
15,0.4,1,0.1,4269,4270,7060,6184133,18237714,7258075,39510,39512,39505
20,0.4,1,0.1,7376,7376,10916,6267097,18240426,6023339,39511,39513,39505
25,0.4,1,0.1,10888,10888,15127,6133975,18485290,6145620,39523,39526,39505
30,0.4,1,0.1,16232,16232,23186,6237759,18909411,6386043,39529,39532,39506
35,0.4,1,0.1,24061,24061,34402,6298712,17956011,6312296,39519,39524,39506
40,0.4,1,0.1,31630,31630,43938,6158203,17531496,5715310,39529,39534,39506
45,0.4,1,0.1,32751,32751,49887,6649955,18269559,5778884,39547,39553,39507
5,0.4,1,0.1,604,604,614,5615684,17105402,5560556,39505,39506,39504
50,0.4,1,0.1,38905,38905,57896,7875331,21381666,6113065,39655,39660,39507
55,0.4,1,0.1,59271,59271,87166,9207312,23474650,5763381,39725,39731,39508
60,0.4,1,0.1,73786,73786,105988,6204720,18376455,5892288,39559,39566,39508
65,0.4,1,0.1,74714,74715,112184,8155265,22317196,5899162,39695,39702,39508
70,0.4,1,0.1,91448,91448,126460,7661702,19765601,5786253,39615,39623,39509
75,0.4,1,0.1,85601,85601,129079,7103966,19982522,5950882,39621,39630,39509
80,0.4,1,0.1,131296,131296,175488,8420180,22790072,6036253,39692,39701,39510
85,0.4,1,0.1,123188,123188,187417,10587245,20076607,6381722,39933,39943,39510
90,0.4,1,0.1,131567,131567,203613,12592081,24735578,6216677,40108,40118,39510
95,0.4,1,0.1,150723,150723,217296,24976363,32089337,6400894,40586,40596,39511
10,0.6,0.2,0.1,3,3,3,5536709,16583580,5513044,39507,39508,39504
100,0.6,0.2,0.1,0,0,0,5930238,12511688,6568129,39538,39545,39511
15,0.6,0.2,0.1,0,0,0,5577847,11122658,6039997,39508,39510,39505
20,0.6,0.2,0.1,0,0,0,5637360,11305344,5567598,39510,39512,39505
25,0.6,0.2,0.1,0,0,0,5556985,11194420,5808838,39512,39514,39505
30,0.6,0.2,0.1,0,0,0,5779069,11179956,5564752,39514,39516,39506
35,0.6,0.2,0.1,0,0,0,5649969,11680785,5648066,39515,39518,39506
40,0.6,0.2,0.1,0,0,0,5803217,11426779,5698553,39517,39520,39507
45,0.6,0.2,0.1,0,0,0,5865000,11417318,5678123,39518,39522,39507
5,0.6,0.2,0.1,2,2,2,5672863,17283743,5561945,39506,39507,39504
50,0.6,0.2,0.1,0,0,0,5997206,11906706,5880881,39521,39525,39507
55,0.6,0.2,0.1,0,0,0,5832291,11782628,5723110,39523,39527,39508
60,0.6,0.2,0.1,0,0,0,5931983,11925284,5895391,39524,39529,39508
65,0.6,0.2,0.1,0,0,0,5748305,11771579,5846376,39525,39530,39508
70,0.6,0.2,0.1,0,0,0,5997511,11848686,6065532,39527,39532,39509
75,0.6,0.2,0.1,0,0,0,5737543,11759118,5883528,39529,39535,39509
80,0.6,0.2,0.1,0,0,0,5916764,11771843,5902422,39531,39537,39510
85,0.6,0.2,0.1,0,0,0,5886549,12149042,6178154,39534,39540,39510
90,0.6,0.2,0.1,0,0,0,5971358,12410950,6351926,39535,39542,39510
95,0.6,0.2,0.1,0,0,0,5906786,12361542,6330300,39537,39544,39511
10,0.6,0.4,0.1,126,126,201,5619134,16912599,5758794,39511,39512,39504
100,0.6,0.4,0.1,5216,5216,9068,16025907571,16726401930,6382192,247608,244992,39511
15,0.6,0.4,0.1,81,81,143,5606557,17152758,6885659,37239,37648,36904
20,0.6,0.4,0.1,244,244,244,5797464,17034640,5414068,38097,38987,38087
25,0.6,0.4,0.1,520,520,813,6143259,18662869,5577232,39446,39836,38975
30,0.6,0.4,0.1,1013,1013,1607,6819506,45042561,6001768,39946,39949,39873
35,0.6,0.4,0.1,1533,1533,3272,25559543,30367142,6254128,40605,40609,39873
40,0.6,0.4,0.1,549,549,709,28791018,37511948,5672712,41298,41303,39874
45,0.6,0.4,0.1,668,668,1165,17305711,28993425,6238109,40453,40459,39874
5,0.6,0.4,0.1,53,53,53,5599420,20504437,5737619,39873,39873,39871
50,0.6,0.4,0.1,927,927,1753,8773736,23272784,5870136,40056,40062,39874
55,0.6,0.4,0.1,1716,1716,2809,224311407,220526852,5886708,47954,47960,39875
60,0.6,0.4,0.1,3075,3075,5100,366280851,360769986,5897095,51093,51171,39875
65,0.6,0.4,0.1,2127,2127,3235,55671285,66414537,6461879,42187,42194,39876
70,0.6,0.4,0.1,2111,2111,2936,100271949,113064178,5877187,42988,43006,39876
75,0.6,0.4,0.1,2401,2401,4095,602524336,598887729,6345561,55243,55252,39876
80,0.6,0.4,0.1,1835,1835,2355,329922601,330783288,5772442,48631,48681,39877
85,0.6,0.4,0.1,1674,1674,2777,783210995,785702089,6577821,57710,57720,39877
90,0.6,0.4,0.1,7968,7968,17460,10206599082,10851289873,6480532,181243,180810,39877
95,0.6,0.4,0.1,2608,2608,3706,122809449,135739782,7148817,42636,43122,38867
10,0.6,0.6,0.1,506,506,819,5515607,17092514,5619208,39614,39879,39336
100,0.6,0.6,0.1,36728,36730,64145,1.1187E+11,1.69883E+11,6453579,1013296,1006893,40061
15,0.6,0.6,0.1,1074,1074,1337,8218790,19128309,12546109,32277,32412,32516
20,0.6,0.6,0.1,1372,1372,2157,10547144,19603721,18334551,32890,34295,32824
25,0.6,0.6,0.1,2861,2861,4429,9846250,24453041,6221467,34804,34807,34227
30,0.6,0.6,0.1,3125,3125,5137,20032014,34227767,6163048,35366,35369,34647
35,0.6,0.6,0.1,5381,5381,9816,24954854,44233077,8001732,35914,35918,34647
40,0.6,0.6,0.1,7433,7433,11148,40204809,49574096,6445548,36448,36452,34648
45,0.6,0.6,0.1,7128,7128,13372,137275231,144584484,6622789,41179,41184,34648
5,0.6,0.6,0.1,99,99,142,6197027,18723592,6318997,34646,34647,34645
50,0.6,0.6,0.1,6866,6866,11334,491270972,546539268,6885884,53014,53102,34649
55,0.6,0.6,0.1,8771,8771,14869,248704860,260799734,6700843,44119,44125,34649
60,0.6,0.6,0.1,10767,10767,18261,63260422,75504681,6725225,37304,37311,34649
65,0.6,0.6,0.1,11983,11983,22712,804608976,816860074,6780928,58582,58589,34650
70,0.6,0.6,0.1,20103,20104,38246,3429082220,3247865279,6675483,107321,107663,34650
75,0.6,0.6,0.1,15389,15389,22958,732309143,754069096,6878481,56160,56168,34165
80,0.6,0.6,0.1,13471,13471,23351,5999251680,6590069235,7430123,141297,146106,34166
85,0.6,0.6,0.1,19165,19165,33210,5238640697,5608941590,7579113,143867,142475,38548
90,0.6,0.6,0.1,29051,29054,48705,15473517805,17116675050,7543961,262550,257937,37223
95,0.6,0.6,0.1,33609,33610,50659,13990069246,15577136951,7785901,251306,249249,30514
10,0.6,0.8,0.1,1152,1152,2022,6310710,18476240,7365230,28650,29892,28643
100,0.6,0.8,0.1,79183,79185,138678,2589558657,2672703508,10852827,86364,86299,29890
15,0.6,0.8,0.1,2349,2349,4555,7856450,20098105,7113265,29674,29676,29667
20,0.6,0.8,0.1,3980,3980,6633,7679772,28380630,6654380,29761,29763,29667
25,0.6,0.8,0.1,6805,6805,10391,7397483,20303400,15994467,29707,29709,29668
30,0.6,0.8,0.1,8517,8517,13555,10095206,18631595,6493198,29939,29942,29668
35,0.6,0.8,0.1,9777,9777,14344,14053304,23607012,6280088,29814,29818,29668
40,0.6,0.8,0.1,17005,17005,28349,16517332,32457138,6422033,30401,30406,29669
45,0.6,0.8,0.1,20273,20273,34063,17741446,27061520,6349658,30562,30567,29675
5,0.6,0.8,0.1,297,297,374,6104137,18346796,6309380,29673,29674,29672
50,0.6,0.8,0.1,27736,27736,41744,11731745,21441357,6347328,30078,30084,29675
55,0.6,0.8,0.1,27770,27770,48731,50910609,64577407,6287657,32077,32083,29676
60,0.6,0.8,0.1,23138,23139,47795,209798209,213289063,6441879,38465,38472,29676
65,0.6,0.8,0.1,35858,35858,59600,430492746,398952642,6384183,45867,45974,29677
70,0.6,0.8,0.1,48167,48167,76627,376017921,399626322,6519263,44212,44220,29677
75,0.6,0.8,0.1,45497,45497,69792,198500609,206583434,6661856,38097,38135,29677
80,0.6,0.8,0.1,59236,59236,89590,177410649,186345565,6721493,37263,37272,29678
85,0.6,0.8,0.1,59412,59412,102497,236573571,267408287,6781679,39597,39647,29678
90,0.6,0.8,0.1,56937,56937,107943,4609821758,4691257381,6792738,136466,138237,29678
95,0.6,0.8,0.1,100470,100470,169323,1231067012,1239305167,7527867,68304,68345,33183
10,0.6,1,0.1,1867,1867,2567,6107607,18942714,6410622,33179,33180,33177
100,0.6,1,0.1,182844,182844,248895,15277235,29001733,7150866,33800,33812,33183
15,0.6,1,0.1,3597,3597,5942,6149379,18441979,6307121,33185,33187,33177
20,0.6,1,0.1,7565,7565,9635,6304611,18620978,5971897,33185,33187,33177
25,0.6,1,0.1,11818,11818,15057,6434794,18291042,6090590,33187,33190,33178
30,0.6,1,0.1,17646,17646,22730,6127293,18605098,6161134,33189,33193,33178
35,0.6,1,0.1,18854,18854,26534,6723288,19227202,6446320,33209,33213,33178
40,0.6,1,0.1,28324,28324,44638,7021136,19975604,6240365,33246,33251,33179
45,0.6,1,0.1,35706,35709,49672,7386297,21361734,6126776,33284,33289,33179
5,0.6,1,0.1,496,496,568,7514444,18495028,6127098,33177,33178,33176
50,0.6,1,0.1,43998,43998,62939,7798205,21789588,6349752,33299,33305,33180
55,0.6,1,0.1,54506,54507,74955,6800679,19904355,6397258,33238,33244,33180
60,0.6,1,0.1,73412,73412,96814,7668608,22020409,6369808,33295,33302,33180
65,0.6,1,0.1,73834,73836,106778,12174598,22433248,6333838,33613,33620,33181
70,0.6,1,0.1,84680,84680,121502,10772416,18644588,6527635,33493,33501,33181
75,0.6,1,0.1,108631,108632,152046,10790587,18997260,6458154,33508,33517,33181
80,0.6,1,0.1,114628,114628,164133,9248614,24421156,6704277,33379,33388,33182
85,0.6,1,0.1,142345,142346,189617,9715714,25725821,6752535,33414,33424,33182
90,0.6,1,0.1,121606,121606,191207,51080607,52168647,7157601,35125,35135,33183
95,0.6,1,0.1,164996,164996,231063,13058803,23809792,7035996,33663,33674,33183
10,0.8,0.2,0.1,0,0,0,5966570,12112056,6099892,33179,33180,33177
100,0.8,0.2,0.1,0,0,0,6456212,13494544,7049607,33211,33218,33183
15,0.8,0.2,0.1,0,0,0,6052390,12094431,6057742,33181,33182,33177
20,0.8,0.2,0.1,0,0,0,6071339,12381753,5958771,33182,33184,33177
25,0.8,0.2,0.1,0,0,0,6153573,12694339,6115924,33184,33186,33178
30,0.8,0.2,0.1,0,0,0,6059819,12706004,6159603,33185,33188,33178
35,0.8,0.2,0.1,0,0,0,6374574,12268615,6156791,33187,33190,33179
40,0.8,0.2,0.1,0,0,0,6179567,12369086,6054387,33189,33192,33179
45,0.8,0.2,0.1,0,0,0,6256704,12645263,6174089,33191,33194,33179
5,0.8,0.2,0.1,0,0,0,6181556,12315839,6057069,33178,33178,33176
50,0.8,0.2,0.1,0,0,0,6230390,12169066,6093438,33193,33196,33180
55,0.8,0.2,0.1,0,0,0,6326272,25797355,6165356,33194,33198,33180
60,0.8,0.2,0.1,0,0,0,6242096,12453761,6591651,33196,33201,33180
65,0.8,0.2,0.1,0,0,0,6202560,12219172,6426824,33198,33203,33181
70,0.8,0.2,0.1,0,0,0,6269795,16962799,6521650,33200,33205,33181
75,0.8,0.2,0.1,0,0,0,6559835,12807795,6933370,33201,33206,33181
80,0.8,0.2,0.1,0,0,0,17639337,13595166,6659608,33204,33210,33182
85,0.8,0.2,0.1,0,0,0,6477730,13512018,6820123,33204,33211,33182
90,0.8,0.2,0.1,0,0,0,11483835,15201144,6819465,33210,33217,33183
95,0.8,0.2,0.1,0,0,0,6305147,13806505,6612497,33209,33216,33183
10,0.8,0.4,0.1,430,430,723,6290816,18836908,7358581,33185,33186,33177
100,0.8,0.4,0.1,1981,1981,3374,37787797189,41686108085,6918857,496412,481322,33183
15,0.8,0.4,0.1,728,728,1153,10402699,26178002,12557775,19103,21644,19097
20,0.8,0.4,0.1,606,606,1103,12004337,37399406,14064984,21838,21841,21637
25,0.8,0.4,0.1,73,73,75,19881206,27088540,12790424,21843,21846,21791
30,0.8,0.4,0.1,7,7,7,10111387,43279300,22297205,21890,21893,21791
