Size,RDD,TF,Epsilon,Exact,Approximation,Greedy,E_runtime,A_runtime,G_runtime,E_memory,A_memory,G_memory
35,0.2,0.4,25,2698,3831,4093,9430555,15889460,5036637,1043,1059,768
40,0.2,0.4,25,3475,5052,5818,12188423,27215734,5140038,1369,1474,769
45,0.2,0.4,25,3860,4965,5629,40060400,31166391,5535188,2602,2675,769
5,0.2,0.4,25,198,203,203,7235172,19021677,8567815,768,770,766
50,0.2,0.4,25,4986,6215,7145,32976891,32361640,8180554,2495,2646,769
55,0.2,0.4,25,6295,7832,10467,45487092,40971800,5314351,3418,3723,770
60,0.2,0.4,25,7098,9650,10792,174200319,95440216,9741128,9452,10519,770
65,0.2,0.4,25,8743,10862,13323,58187442,48262484,5556145,3974,4684,771
70,0.2,0.4,25,9468,12064,18690,541754128,246091365,5561357,24041,27468,771
75,0.2,0.4,25,10596,12124,15153,579187673,344336344,7870516,24683,31295,771
80,0.2,0.4,25,13727,16123,23320,558726047,291321594,8204727,22432,27701,772
85,0.2,0.4,25,12413,14423,16975,115871445,72352603,5959568,5031,5875,772
90,0.2,0.4,25,13704,16674,25910,421010444,227473491,8824199,16783,20534,772
95,0.2,0.4,25,17333,18823,26061,606772174,312188281,6781095,23222,28815,773
10,0.2,0.6,25,889,1038,1038,7732484,21215112,7881163,772,776,767
100,0.2,0.6,25,57924,62437,86263,5378960869,2040609605,8275885,172645,204084,773
15,0.2,0.6,25,1200,1918,1918,5752387,15591794,5896184,793,799,767
20,0.2,0.6,25,1570,3268,3317,5958199,16936597,5069584,848,855,767
25,0.2,0.6,25,2903,4275,4725,6494939,19034097,6515306,844,855,768
30,0.2,0.6,25,5043,8420,8621,7558798,20041398,5222081,953,970,769
35,0.2,0.6,25,6999,10509,12340,13834439,25814982,5475321,1509,1538,769
40,0.2,0.6,25,10476,13922,17134,18368635,34546602,5383696,1898,1927,769
45,0.2,0.6,25,10957,14538,19303,48418207,55027414,6545228,3672,4478,770
5,0.2,0.6,25,140,242,247,5429207,19067020,5342733,768,770,767
50,0.2,0.6,25,12814,16851,20804,39186517,37622284,6343755,3174,3355,770
55,0.2,0.6,25,16069,20026,22140,28230030,33201533,5545236,2537,2676,771
60,0.2,0.6,25,20883,24050,30969,137609690,105339274,6140921,8819,10656,771
65,0.2,0.6,25,20665,25963,32287,71632642,42839939,5316206,41104,4546,37471
70,0.2,0.6,25,22136,29399,44392,792552640,381419779,5840557,67550,36018,37474
75,0.2,0.6,25,31566,35956,48694,564867599,249642232,6963526,61458,29745,37474
80,0.2,0.6,25,32477,36738,52211,306680246,145454651,6351460,50769,16906,37475
85,0.2,0.6,25,34121,40196,62722,1202160292,447328061,7617537,71741,42031,37475
90,0.2,0.6,25,41779,47123,62814,3619535040,1173825178,6365255,176565,156943,37475
95,0.2,0.6,25,46009,51801,75829,2086325270,813557770,6948537,107180,85039,37129
10,0.2,0.8,25,1569,2029,2029,5651070,15218127,5958925,37126,776,37122
100,0.2,0.8,25,105901,112337,150807,1267654435,431080137,6157317,70937,39465,37129
15,0.2,0.8,25,2590,3523,3523,5373503,16147474,5842096,37133,786,37123
20,0.2,0.8,25,4999,7529,7529,5826033,16559684,5618876,37155,810,37123
25,0.2,0.8,25,5896,7976,8933,6416610,17517797,5078633,37174,832,37123
30,0.2,0.8,25,13769,16612,17167,7904704,18597841,5824080,37237,899,37124
35,0.2,0.8,25,10768,15089,19493,9505127,15783839,4872980,37391,1098,37124
40,0.2,0.8,25,16005,21196,29078,16991506,26387585,6347402,38082,2017,37125
45,0.2,0.8,25,23477,29142,36111,24659797,37927317,10514781,38380,2477,37125
5,0.2,0.8,25,396,607,607,6329729,22102336,7894723,37123,772,37122
50,0.2,0.8,25,25834,32207,38607,18780488,24294316,9150730,38259,2120,37125
55,0.2,0.8,25,37149,41962,58550,80863531,84051853,5533461,41709,6495,37126
60,0.2,0.8,25,36349,43228,58136,58437896,47075503,5826718,40450,4746,37126
65,0.2,0.8,25,47499,53855,74719,112193285,127257141,6520991,43723,9792,37126
70,0.2,0.8,25,42997,47904,77056,359443900,177338333,5652121,50739,16760,37127
75,0.2,0.8,25,54048,61889,81979,75695043,131514794,5933375,40847,6883,37127
80,0.2,0.8,25,62435,69014,98265,529752378,373532289,6781465,54416,23679,37128
85,0.2,0.8,25,55352,60475,100402,740409318,529276109,10423103,56548,27294,37128
90,0.2,0.8,25,78086,84327,114261,530373201,351596343,5595745,56711,26644,37128
95,0.2,0.8,25,87020,96683,147530,1905841466,739294702,6313044,82789,54378,37129
10,0.2,1,25,1921,2715,2715,5237213,15657029,5438538,37125,776,37122
100,0.2,1,25,171168,176581,242041,9675441,18955315,5850858,37440,1303,37129
15,0.2,1,25,3944,6022,6022,5086710,16012711,5621688,37127,780,37123
20,0.2,1,25,7032,10011,9947,5027462,16803707,5820447,37129,784,37123
25,0.2,1,25,11344,15726,15109,5822955,24297551,5604422,37135,793,37123
30,0.2,1,25,12864,17404,21418,5448097,16450305,5622727,37144,805,37124
35,0.2,1,25,22558,24821,28298,5482791,20098031,5785828,37137,801,37124
40,0.2,1,25,33256,37216,46494,6539211,23498082,9746203,37140,828,37125
45,0.2,1,25,36891,41259,52120,8230286,23990146,5836391,37144,827,37125
5,0.2,1,25,419,536,546,8384981,18678967,9561634,37123,773,37122
50,0.2,1,25,43331,49012,65372,5916572,23784801,5703160,37179,902,37125
55,0.2,1,25,53067,58347,80156,7140940,19822264,5306974,37198,903,37126
60,0.2,1,25,47152,51578,75331,6334809,25926239,5793873,37190,916,37126
65,0.2,1,25,77220,82464,115588,9783317,25786343,9538669,37192,911,37127
70,0.2,1,25,87288,91803,124285,6553175,22416218,7638182,37164,874,37127
75,0.2,1,25,84307,88488,128269,6554789,20174403,5666095,37202,933,37127
80,0.2,1,25,114361,119157,173268,6713275,20453068,5814668,37216,971,37128
85,0.2,1,25,149864,155822,201583,5759899,20949756,5731162,37196,939,37128
90,0.2,1,25,150649,155075,213741,8954830,25074987,6294720,37197,953,37128
95,0.2,1,25,153874,160518,222196,9205532,25401836,9225480,37247,1034,37129
10,0.4,0.2,25,52,52,52,7615483,23623362,6519555,37132,782,37122
100,0.4,0.2,25,14,14,14,6403567,22793447,6669699,37161,852,37129
15,0.4,0.2,25,24,27,27,6712474,17415150,6877101,37130,783,37123
20,0.4,0.2,25,24,24,26,6054202,18321620,5988280,37152,830,37123
25,0.4,0.2,25,57,57,57,6183273,21676991,6248971,37142,810,37124
30,0.4,0.2,25,223,283,283,6843565,22641650,6053475,37167,842,37124
35,0.4,0.2,25,14,14,14,8883334,30888770,9881096,37239,1005,37124
40,0.4,0.2,25,8,8,8,5851302,17731627,7125618,37140,807,37125
45,0.4,0.2,25,9,9,9,7329907,20604758,6105411,37182,891,37125
5,0.4,0.2,25,45,47,47,5423374,16184953,5372820,37124,775,37122
50,0.4,0.2,25,46,46,46,6502379,23830463,5724193,37204,936,37125
55,0.4,0.2,25,36,36,49,11653056,32233058,6854682,37321,1171,37126
60,0.4,0.2,25,12,12,12,8600462,25656379,7783443,37205,937,37126
65,0.4,0.2,25,82,106,106,6287485,18420301,5909197,37167,865,37127
70,0.4,0.2,25,5,5,5,5913003,17913798,5667519,37151,831,37127
75,0.4,0.2,25,52,52,52,6485331,23375854,5839523,37204,938,37127
80,0.4,0.2,25,10,10,10,15181822,27824904,5942063,37328,1186,37128
85,0.4,0.2,25,3,3,3,177857592,205838503,6850280,41404,9482,37128
90,0.4,0.2,25,105,105,146,42431275,62120088,6365479,38514,3593,37129
95,0.4,0.2,25,23,23,23,10067347,23310234,6323841,37294,37305,37129
10,0.4,0.4,25,185,221,221,5950014,16908666,5432641,37128,37129,37123
100,0.4,0.4,25,10140,12215,18834,1008481511,429862649,6344031,62207,62219,37129
15,0.4,0.4,25,476,629,629,11203345,18504111,5565990,73829,37131,37124
20,0.4,0.4,25,364,578,578,5837244,17359485,5482521,37155,37157,37124
25,0.4,0.4,25,1183,1399,1399,7489190,19402843,5480381,37272,37275,37125
30,0.4,0.4,25,754,1278,1355,6912492,19216822,5571428,37243,37246,37125
35,0.4,0.4,25,1610,1910,2050,10324917,14164293,5659941,37442,37446,37126
40,0.4,0.4,25,2953,3945,4354,18356373,21022808,5708688,38056,38061,37126
45,0.4,0.4,25,3718,5464,6490,38275631,31079435,6455167,38916,38921,37126
5,0.4,0.4,25,66,66,66,7320457,22018334,10820506,37125,37126,37123
50,0.4,0.4,25,6546,7881,9483,115808556,79589797,6521241,41783,41789,37127
55,0.4,0.4,25,3588,4108,4380,25950745,26696269,5782045,37851,37857,37127
60,0.4,0.4,25,4053,5018,6632,98915648,66988452,6526149,41550,41557,37127
65,0.4,0.4,25,5096,6206,9780,145476727,87259604,6673268,43103,43110,37128
70,0.4,0.4,25,4707,7152,9175,209404350,57427544,5916796,45646,45654,37128
75,0.4,0.4,25,6066,8145,11158,85193300,44548238,9213718,40415,40424,37129
80,0.4,0.4,25,9267,11786,16032,357957164,222551465,6111801,49450,49459,37129
85,0.4,0.4,25,7504,8409,11477,255378704,291634782,6386122,45290,45300,37129
90,0.4,0.4,25,7529,9243,11684,2859725379,1410398492,6266784,124790,124801,37130
95,0.4,0.4,25,11123,13633,17610,629807259,163102444,6706600,54949,54960,37130
10,0.4,0.6,25,664,727,727,5554762,16406662,5771573,37127,37128,37124
100,0.4,0.6,25,40667,47744,73373,31643428725,9740581140,6362839,392780,392241,37131
15,0.4,0.6,25,1130,1564,1564,7802638,20533262,9830653,33794,33796,33772
20,0.4,0.6,25,2814,4596,4596,15142826,63342478,31836832,33899,33902,33772
25,0.4,0.6,25,3222,4922,5460,19128387,46393737,12517994,33842,33845,33772
30,0.4,0.6,25,2649,3698,4053,11820584,20397630,8228980,34055,34058,33773
35,0.4,0.6,25,4062,6621,8054,12753145,20297407,6619966,34137,34141,33773
40,0.4,0.6,25,9779,12668,14328,20691353,24574729,6925526,34607,34612,33774
45,0.4,0.6,25,9363,12615,15630,60820140,51323563,16581373,36982,36987,33774
5,0.4,0.6,25,329,405,405,7266053,20291051,8779715,33773,33773,33771
50,0.4,0.6,25,9196,12153,16499,53053015,38784713,6161804,36280,36286,33774
55,0.4,0.6,25,11988,15145,21083,200936804,84574554,5659493,41409,41457,33775
60,0.4,0.6,25,14027,18279,22923,197988754,128300038,5894400,42122,42129,33775
65,0.4,0.6,25,16298,21215,29295,278217144,104467257,5937250,43854,43923,33775
70,0.4,0.6,25,21087,26525,36780,947748480,403818417,6138514,60017,60025,33776
75,0.4,0.6,25,26005,30524,41325,870724101,392957300,6095196,59355,59517,33776
80,0.4,0.6,25,22237,27704,39964,2121188321,696354760,6505812,81916,81925,33777
85,0.4,0.6,25,28054,33961,49652,5464891651,1887298787,10904686,143477,150917,33777
90,0.4,0.6,25,30766,35304,53797,5883975386,1952483718,6874545,147048,147261,40500
95,0.4,0.6,25,32645,38630,59037,2882961588,1588200234,7051485,93108,93159,39534
10,0.4,0.8,25,1167,1535,1535,5828756,23933434,6024677,39856,40142,39568
100,0.4,0.8,25,97548,104588,158666,3784313299,794604915,6069370,126718,126134,40398
15,0.4,0.8,25,1929,3224,3224,5472104,16907995,6269506,39832,40106,39548
20,0.4,0.8,25,3950,5899,6846,6230915,17969596,5512722,40369,40806,40326
25,0.4,0.8,25,5019,8331,9180,7247574,20267505,5464780,41055,41220,40760
30,0.4,0.8,25,8467,12462,13786,6418867,18370524,5753078,41318,41554,41245
35,0.4,0.8,25,15952,19695,22319,9043463,23601715,5684802,41802,41806,41478
40,0.4,0.8,25,17651,22591,26040,25100054,28634426,5626539,43222,43226,41559
45,0.4,0.8,25,18301,23590,32688,46222693,52178377,8506225,43672,43677,41559
5,0.4,0.8,25,267,296,296,6142861,16780822,6196127,41558,41558,41556
50,0.4,0.8,25,23569,29445,41011,67440121,52613519,5819321,45129,45155,41560
55,0.4,0.8,25,28936,33466,45640,66385337,51505723,6589761,44985,44991,41560
60,0.4,0.8,25,29230,35010,43893,59353196,85310039,6175075,44445,44462,41561
65,0.4,0.8,25,45484,52336,73141,169695977,64903457,6154869,48210,48218,41561
70,0.4,0.8,25,43927,53423,71324,1093672662,457826939,5599717,70573,70783,41561
75,0.4,0.8,25,55140,62740,88824,356106266,209321276,6219234,55509,55518,41562
80,0.4,0.8,25,53935,59820,89368,1154100112,693152547,6636801,72170,72240,41562
85,0.4,0.8,25,42421,50592,82999,7688456068,3195231448,6208406,175972,175737,41361
90,0.4,0.8,25,57539,66574,102035,1827986445,1133410373,9108118,84667,84658,39684
95,0.4,0.8,25,80826,87806,136344,1976232058,609309508,6718936,91160,91332,39665
10,0.4,1,25,1992,2789,2789,5490981,16750541,5769848,39771,40225,39769
100,0.4,1,25,159354,164325,242336,12394890,24363481,6673019,40894,41097,40228
15,0.4,1,25,4269,7060,7060,5522695,17136283,6006984,40779,41073,40774
20,0.4,1,25,7376,9572,10916,5714633,17916160,5313572,41183,41185,41066
25,0.4,1,25,10888,14848,15127,6005153,16719066,5549320,41195,41197,41177
30,0.4,1,25,16232,19175,23186,6264258,17640219,5896504,41200,41204,41177
35,0.4,1,25,24061,27164,34402,5800785,24499338,5435901,41191,41195,41178
40,0.4,1,25,31630,36487,43938,7873503,21374378,6367150,41201,41206,41178
45,0.4,1,25,32751,37101,49887,7950885,25992798,8201980,41219,41224,41179
5,0.4,1,25,604,614,614,9314891,17017719,6102492,41177,41178,41176
50,0.4,1,25,38905,43840,57896,7790300,21210697,6071171,41326,41332,41179
55,0.4,1,25,59271,63706,87166,9244034,22929129,10333248,41397,41403,41179
60,0.4,1,25,73786,78410,105988,5862028,25407435,6250122,41231,41238,41180
65,0.4,1,25,74714,80998,112184,11697720,31622217,5651180,41367,41374,41180
70,0.4,1,25,91448,96215,126460,10903067,22874636,6307871,41287,41295,41181
75,0.4,1,25,85601,89251,129079,7083830,21074404,6119983,41293,41301,41181
80,0.4,1,25,131296,137063,175488,7473801,22375653,6629906,41364,41373,41181
85,0.4,1,25,123188,128592,187417,12221053,20896773,6070528,41605,41614,41182
90,0.4,1,25,131567,136885,203613,17607848,29755713,8134771,41780,41790,41182
95,0.4,1,25,150723,157117,217296,29198522,35749274,9908433,42257,42268,41182
10,0.6,0.2,25,3,3,3,5904458,16814251,14253535,41178,41180,41176
100,0.6,0.2,25,0,0,0,6202179,12033620,6362577,41209,41217,41183
15,0.6,0.2,25,0,0,0,7735411,11256728,5623922,41180,41181,41176
20,0.6,0.2,25,0,0,0,5654596,11149893,5776471,41182,41183,41177
25,0.6,0.2,25,0,0,0,5593707,13742911,5641360,41183,41185,41177
30,0.6,0.2,25,0,0,0,7675014,15221537,8248729,41186,41188,41178
35,0.6,0.2,25,0,0,0,7455237,20837454,5909007,41187,41189,41178
40,0.6,0.2,25,0,0,0,10714771,13248911,6802317,41189,41192,41178
45,0.6,0.2,25,0,0,0,5801129,11483847,7268879,41190,41193,41179
5,0.6,0.2,25,2,2,2,5747999,16918565,5597393,41178,41179,41176
50,0.6,0.2,25,0,0,0,6062393,11703172,5750802,41193,41197,41179
55,0.6,0.2,25,0,0,0,5812550,11545542,5768225,41195,41199,41179
60,0.6,0.2,25,0,0,0,10498536,14394787,5912733,41196,41200,41180
65,0.6,0.2,25,0,0,0,7421982,14167048,8085548,41197,41202,41180
70,0.6,0.2,25,0,0,0,6538972,14751045,7273393,41199,41204,41181
75,0.6,0.2,25,0,0,0,7795580,14402224,9077327,41201,41207,41181
80,0.6,0.2,25,0,0,0,6082251,12263598,7212398,41203,41209,41181
85,0.6,0.2,25,0,0,0,6031026,12181871,6291570,41205,41212,41182
90,0.6,0.2,25,0,0,0,6322616,12259144,6382869,41207,41214,41182
95,0.6,0.2,25,0,0,0,6111555,17732504,6313368,41209,41216,41182
10,0.6,0.4,25,126,201,201,9161948,21202692,5738691,41182,41184,41176
100,0.6,0.4,25,5216,6416,9068,15992919875,5082568192,6757271,247741,247507,41183
15,0.6,0.4,25,81,81,143,5811438,17205397,7105087,39619,40053,39611
20,0.6,0.4,25,244,244,244,5811243,16675399,5594151,40265,40468,40044
25,0.6,0.4,25,520,813,813,6294903,17919319,5591851,40700,41025,40648
30,0.6,0.4,25,1013,1601,1607,6281385,23255735,5216275,41134,41137,40970
35,0.6,0.4,25,1533,2694,3272,17028675,30058684,5880290,41793,41797,41061
40,0.6,0.4,25,549,691,709,33321090,25688060,5507299,42486,42491,41062
45,0.6,0.4,25,668,1020,1165,21252098,23288460,7691991,41642,41647,41062
5,0.6,0.4,25,53,53,53,9370564,20396085,7145477,41061,41061,41059
50,0.6,0.4,25,927,1420,1753,8921094,22244715,5787652,41244,41250,41062
55,0.6,0.4,25,1716,2391,2809,243030692,103633423,5926266,49092,49148,41063
60,0.6,0.4,25,3075,3692,5100,405610289,190156325,6409696,52352,52359,41063
65,0.6,0.4,25,2127,2569,3235,58501512,51451620,6129831,43375,43382,41064
70,0.6,0.4,25,2111,2399,2936,109055359,35791795,5988342,44186,44194,41064
75,0.6,0.4,25,2401,2677,4095,610503546,308481589,6324190,56331,56440,41064
80,0.6,0.4,25,1835,1967,2355,362684458,62900490,6064723,49860,49869,41065
85,0.6,0.4,25,1674,2144,2777,866034583,371451898,6387725,58797,58908,41065
90,0.6,0.4,25,7968,10432,17460,10711758735,10478561376,6478646,182131,181243,41065
95,0.6,0.4,25,2608,2950,3706,121532264,115187088,7218101,43139,43351,39188
10,0.6,0.6,25,506,819,819,5802364,17596017,6015488,39791,39893,39786
100,0.6,0.6,25,36728,43709,64145,1.13539E+11,38236079761,7824588,1013262,1013469,39893
15,0.6,0.6,25,1074,1256,1337,6230210,20882320,11725981,39069,39121,39042
20,0.6,0.6,25,1372,2157,2157,6386336,20320174,5272744,39159,39162,39093
25,0.6,0.6,25,2861,4303,4429,8246747,21626352,5931026,39250,39253,39093
30,0.6,0.6,25,3125,4789,5137,14960287,25292693,5788606,39812,39816,39093
35,0.6,0.6,25,5381,8523,9816,23260653,34831542,5882164,40360,40364,39094
40,0.6,0.6,25,7433,9810,11148,48104965,31341087,9143922,40894,40899,39094
45,0.6,0.6,25,7128,10186,13372,143969704,65089380,9751690,45625,45630,39095
5,0.6,0.6,25,99,142,142,5395613,16619934,6102925,39093,39094,39092
50,0.6,0.6,25,6866,9117,11334,521038355,199636185,5750321,57542,57548,39095
55,0.6,0.6,25,8771,11602,14869,269926523,87534704,6059427,48525,48572,39095
60,0.6,0.6,25,10767,14472,18261,69087511,89028452,6213720,41750,41757,39096
65,0.6,0.6,25,11983,16535,22712,871114677,398098895,6605039,62876,63036,39096
70,0.6,0.6,25,20103,25262,38246,3391839240,1529584621,6380094,112320,112328,39097
75,0.6,0.6,25,15389,17812,22958,711787151,278294796,6511039,60754,60833,38830
80,0.6,0.6,25,13471,17719,23351,6028130111,2139022350,6833963,146385,146394,38831
85,0.6,0.6,25,19165,22745,33210,5446953241,3555998181,6890418,143647,144092,38785
90,0.6,0.6,25,29051,33069,48705,15029622349,7219727255,7091473,265580,265864,38555
95,0.6,0.6,25,33609,38474,50659,14164324022,6430676576,9515746,258224,258669,38073
10,0.6,0.8,25,1152,2022,2022,8112749,19574643,7441972,37515,37516,37508
100,0.6,0.8,25,79183,86168,138678,2663229830,1534621241,6806557,93541,93704,37515
15,0.6,0.8,25,2349,3954,4555,7349065,18043725,6442176,37079,37080,37072
20,0.6,0.8,25,3980,5926,6633,7352272,19355429,7168858,37165,37168,37072
25,0.6,0.8,25,6805,9340,10391,6503247,18337310,6027207,37111,37114,37072
30,0.6,0.8,25,8517,11440,13555,9562709,14941577,5940383,37344,37347,37073
35,0.6,0.8,25,9777,11795,14344,7949765,23921051,5970171,37219,37223,37073
40,0.6,0.8,25,17005,21823,28349,16483004,31672428,9810069,37806,37811,37073
45,0.6,0.8,25,20273,24189,34063,19873999,31249228,6419990,37966,37972,37080
5,0.6,0.8,25,297,374,374,8428834,21626970,6636414,37078,37079,37077
50,0.6,0.8,25,27736,32159,41744,11335202,20229636,5941265,37483,37489,37080
55,0.6,0.8,25,27770,33223,48731,57713214,51414356,6069990,39472,39488,37080
60,0.6,0.8,25,23138,28269,47795,224800675,162955474,6848899,45870,45877,37081
65,0.6,0.8,25,35858,40179,59600,452928677,191841492,9333546,53261,53379,37081
70,0.6,0.8,25,48167,54734,76627,404558804,224820642,6217570,51616,51624,37082
75,0.6,0.8,25,45497,50318,69792,192826277,138638399,6356273,45501,45540,37082
80,0.6,0.8,25,59236,64905,89590,178765168,152176418,7472882,44667,44676,37082
85,0.6,0.8,25,59412,66332,102497,246486810,202150114,6827326,46992,47052,37083
90,0.6,0.8,25,56937,65187,107943,4762227887,2088140498,6433551,142023,142033,37083
95,0.6,0.8,25,100470,107077,169323,1284349436,620946180,7364416,71990,72142,36979
10,0.6,1,25,1867,2567,2567,5498363,17276947,5879677,36976,36977,36973
100,0.6,1,25,182844,187890,248895,15030174,28297128,6552655,37597,37608,36980
15,0.6,1,25,3597,5942,5942,5971424,17453711,6157794,36981,36983,36973
20,0.6,1,25,7565,9018,9635,5990446,23509562,5878245,36982,36984,36974
25,0.6,1,25,11818,13536,15057,7358655,17925475,5510406,36984,36986,36974
30,0.6,1,25,17646,20196,22730,5926161,20275033,5956860,36986,36989,36975
35,0.6,1,25,18854,22562,26534,10041392,21725452,6280897,37005,37009,36975
40,0.6,1,25,28324,33313,44638,6871711,23301484,6629309,37043,37047,36975
45,0.6,1,25,35706,40107,49672,9048217,22961938,7429730,37080,37086,36976
5,0.6,1,25,496,568,568,5777974,19996434,6381563,36974,36975,36973
50,0.6,1,25,43998,49180,62939,10821705,23915908,5942005,37096,37102,36976
55,0.6,1,25,54506,57488,74955,6436581,30045863,6056762,37035,37041,36976
60,0.6,1,25,73412,76893,96814,9362089,25796232,7717081,37092,37099,36977
65,0.6,1,25,73834,78503,106778,14376058,22196983,8607270,37409,37417,36977
70,0.6,1,25,84680,89345,121502,10119932,16844675,6141315,37289,37297,36978
75,0.6,1,25,108631,114541,152046,10201819,17801147,6374896,37305,37313,36978
80,0.6,1,25,114628,118692,164133,8506049,23116617,6105460,37175,37184,36978
85,0.6,1,25,142345,146111,189617,12989594,28129054,6397058,37211,37221,36979
90,0.6,1,25,121606,127010,191207,54611830,44164235,6641211,38922,38932,36979
95,0.6,1,25,164996,170474,231063,12342272,22865467,6669615,37459,37470,36979
10,0.8,0.2,25,0,0,0,5625835,11436523,5811934,36976,36976,36973
100,0.8,0.2,25,0,0,0,10612132,13305192,6824271,37007,37015,36980
15,0.8,0.2,25,0,0,0,8452968,13844222,7236255,36977,36978,36974
20,0.8,0.2,25,0,0,0,7313168,12852321,5796308,36979,36980,36974
25,0.8,0.2,25,0,0,0,6910503,14216560,5950192,36981,36982,36974
30,0.8,0.2,25,0,0,0,6215061,11527172,5728445,36982,36984,36975
35,0.8,0.2,25,0,0,0,5819953,11751862,5883285,36984,36986,36975
40,0.8,0.2,25,0,0,0,13128884,12101648,5449967,36986,36989,36975
45,0.8,0.2,25,0,0,0,5845479,11667340,5666061,36988,36991,36976
5,0.8,0.2,25,0,0,0,5717557,14369307,5593931,36974,36974,36973
50,0.8,0.2,25,0,0,0,7210721,13999078,7643810,36989,36993,36976
55,0.8,0.2,25,0,0,0,7430374,16416495,7992330,36991,36995,36977
60,0.8,0.2,25,0,0,0,8360462,15125958,6072033,36993,36997,36977
65,0.8,0.2,25,0,0,0,7828258,17176825,8095949,36995,37000,36977
70,0.8,0.2,25,0,0,0,5910120,16265776,7502506,36997,37002,36978
75,0.8,0.2,25,0,0,0,5972573,11639351,6441589,36997,37003,36978
80,0.8,0.2,25,0,0,0,5721896,12513852,6497592,37000,37006,36978
85,0.8,0.2,25,0,0,0,7509783,16516054,9618212,37001,37007,36979
90,0.8,0.2,25,0,0,0,7205113,16815431,8047142,37007,37014,36979
95,0.8,0.2,25,0,0,0,8572994,18198088,10296124,37005,37012,36979
10,0.8,0.4,25,430,723,723,6978835,19872240,7751999,36982,36983,36973
100,0.8,0.4,25,1981,2355,3374,37399817707,43318593553,6746315,500460,499896,36980
15,0.8,0.4,25,728,1023,1153,5723358,17196148,8517688,37114,37308,37078
20,0.8,0.4,25,606,1103,1103,6487748,18591492,5651396,37642,38100,37594
25,0.8,0.4,25,73,75,75,15921216,20193680,6023780,38102,38105,38050
30,0.8,0.4,25,7,7,7,7437346,21451799,6039254,38149,38153,38051
35,0.8,0.4,25,355,515,515,10806019,19216390,6273878,38301,38305,38051
40,0.8,0.4,25,536,788,1090,24643602,41237498,5887522,39078,39083,38051
45,0.8,0.4,25,52,52,52,6274309,24373857,7588434,38066,38071,38052
5,0.8,0.4,25,156,156,156,8434449,21477326,6532593,38051,38051,38049
50,0.8,0.4,25,101,101,163,6459044,18582021,5947972,38068,38074,38052
55,0.8,0.4,25,639,749,841,188348116,91139037,6003961,44035,44041,38052
60,0.8,0.4,25,1935,2428,2863,690237891,928542994,6093639,56015,56143,38053
65,0.8,0.4,25,675,735,989,200425607,214683387,6112607,42579,42586,38053
70,0.8,0.4,25,118,118,118,1627257283,229325233,6050989,73112,73363,38054
75,0.8,0.4,25,846,908,1878,9792961,24641449,6216311,38200,38209,38054
80,0.8,0.4,25,1145,1372,1757,1594536514,1390607940,6495295,64889,65060,38055
85,0.8,0.4,25,3,3,3,11506053,26846475,6575357,38281,38290,38055
90,0.8,0.4,25,610,682,761,15297466690,16021490793,6628155,248164,246853,38055
95,0.8,0.4,25,877,903,1266,677181898,70813162,9438567,48658,49262,38462
10,0.8,0.6,25,766,913,985,5836462,17854453,5904360,39210,39211,39048
100,0.8,0.6,25,27778,32261,55292,1.31584E+11,70863606687,6489317,1426918,1427467,39208
