Size,RDD,TF,Epsilon,Exact,Approximation,Greedy,E_runtime,A_runtime,G_runtime,E_memory,A_memory,G_memory
30,0.4,1,0.5,16232,16242,23186,6692046,18963872,5872660,39877,39881,39854
35,0.4,1,0.5,24061,24061,34402,5912804,18275940,6334494,39868,39872,39855
40,0.4,1,0.5,31630,31633,43938,6888738,19926387,5817631,39878,39883,39855
45,0.4,1,0.5,32751,32751,49887,6351574,19502458,5772619,39896,39901,39856
5,0.4,1,0.5,604,604,614,5576874,17280962,5744825,39854,39855,39853
50,0.4,1,0.5,38905,38906,57896,8198675,21717822,5800039,40003,40009,39856
55,0.4,1,0.5,59271,59277,87166,9220601,24934721,6703604,40073,40080,39856
60,0.4,1,0.5,73786,73791,105988,6856301,20354264,6212584,39908,39915,39857
65,0.4,1,0.5,74714,74717,112184,8364504,23339115,6453322,40043,40051,39857
70,0.4,1,0.5,91448,91448,126460,8090383,25131191,5694436,39964,39972,39857
75,0.4,1,0.5,85601,85610,129079,7552053,20456748,6393990,39970,39978,39858
80,0.4,1,0.5,131296,131300,175488,8637309,22957458,6234400,40041,40050,39858
85,0.4,1,0.5,123188,123190,187417,11577944,20890541,6225441,40281,40291,39859
90,0.4,1,0.5,131567,131574,203613,13222978,25156400,6536472,40457,40467,39859
95,0.4,1,0.5,150723,150749,217296,26256724,40387712,6835082,40934,40945,39859
10,0.6,0.2,0.5,3,3,3,6134149,17749337,6377904,39855,39856,39853
100,0.6,0.2,0.5,0,0,0,6436249,13591439,6761449,39886,39894,39860
15,0.6,0.2,0.5,0,0,0,6126380,11886937,5512618,39857,39858,39853
20,0.6,0.2,0.5,0,0,0,5763599,12138574,5973927,39859,39860,39854
25,0.6,0.2,0.5,0,0,0,5941464,11826920,5811331,39860,39862,39854
30,0.6,0.2,0.5,0,0,0,6135112,11976929,6000833,39862,39865,39854
35,0.6,0.2,0.5,0,0,0,5880483,12263275,5883756,39864,39866,39855
40,0.6,0.2,0.5,0,0,0,6246908,12412789,6053197,39866,39869,39855
45,0.6,0.2,0.5,0,0,0,6144703,11827513,6185106,39867,39870,39856
5,0.6,0.2,0.5,2,2,2,6410445,19379158,6676894,39855,39856,39853
50,0.6,0.2,0.5,0,0,0,9468955,12222628,7541729,39870,39874,39856
55,0.6,0.2,0.5,0,0,0,6218926,12223131,6251391,39872,39876,39856
60,0.6,0.2,0.5,0,0,0,6266997,12254966,6541540,39873,39877,39857
65,0.6,0.2,0.5,0,0,0,6175756,12453369,6207123,39874,39879,39857
70,0.6,0.2,0.5,0,0,0,6395338,13605984,6829852,39876,39881,39857
75,0.6,0.2,0.5,0,0,0,5895285,14685460,6217715,39878,39884,39858
80,0.6,0.2,0.5,0,0,0,6257892,12392904,7471268,39880,39886,39858
85,0.6,0.2,0.5,0,0,0,6145084,12731374,6287090,39882,39889,39859
90,0.6,0.2,0.5,0,0,0,6060702,12623146,6377154,39884,39891,39859
95,0.6,0.2,0.5,0,0,0,6094580,12823003,6655537,39885,39893,39859
10,0.6,0.4,0.5,126,128,201,6471254,21087652,5624204,39859,39861,39853
100,0.6,0.4,0.5,5216,5216,9068,15563027121,17356277100,6544190,247450,244419,39860
15,0.6,0.4,0.5,81,81,143,5780720,20409001,6809247,36523,37329,36514
20,0.6,0.4,0.5,244,244,244,5829038,17428237,6030525,37807,38278,37319
25,0.6,0.4,0.5,520,520,813,16075938,21930661,5792898,38798,38851,38745
30,0.6,0.4,0.5,1013,1013,1607,7001459,19406819,5577721,38869,38873,38797
35,0.6,0.4,0.5,1533,1533,3272,16825330,33313620,5881818,39529,39533,38797
40,0.6,0.4,0.5,549,549,709,31427031,38168737,7769197,40222,40226,38797
45,0.6,0.4,0.5,668,668,1165,25394535,29913804,5702444,39377,39382,38798
5,0.6,0.4,0.5,53,53,53,5809067,16968385,5534527,38796,38797,38795
50,0.6,0.4,0.5,927,927,1753,8593301,34454517,5862701,38980,38985,38798
55,0.6,0.4,0.5,1716,1717,2809,208272072,206881917,5986388,46826,46884,38798
60,0.6,0.4,0.5,3075,3075,5100,375223066,392892026,6036521,50088,50095,38799
65,0.6,0.4,0.5,2127,2127,3235,57077068,63705130,6098455,41110,41118,38799
70,0.6,0.4,0.5,2111,2113,2936,102656845,117988981,5793904,41922,41930,38799
75,0.6,0.4,0.5,2401,2401,4095,608872708,615563355,10469844,54065,54176,38800
80,0.6,0.4,0.5,1835,1835,2355,315624251,382858316,6289510,47595,47604,38800
85,0.6,0.4,0.5,1674,1674,2777,785923027,739136523,6513577,56522,56643,38801
90,0.6,0.4,0.5,7968,7970,17460,10273263112,11145403512,6529926,182430,180680,38801
95,0.6,0.4,0.5,2608,2608,3706,143746738,154895812,8816315,42597,42860,38625
10,0.6,0.6,0.5,506,506,819,5822152,17131976,6045568,39332,39878,39326
100,0.6,0.6,0.5,36728,36730,64145,1.10348E+11,1.6795E+11,6907768,1013204,1005178,39878
15,0.6,0.6,0.5,1074,1074,1337,6698408,19654528,13447618,30302,30729,30275
20,0.6,0.6,0.5,1372,1374,2157,10935003,19606058,6497859,31436,32269,30700
25,0.6,0.6,0.5,2861,2861,4429,9552508,24171388,8152786,33056,33059,32899
30,0.6,0.6,0.5,3125,3125,5137,16394445,39283791,16807283,33618,33622,32900
35,0.6,0.6,0.5,5381,5381,9816,28531178,39976641,6902594,34166,34170,32900
40,0.6,0.6,0.5,7433,7433,11148,43515968,48762927,6436172,34701,34705,32901
45,0.6,0.6,0.5,7128,7128,13372,129831528,139255283,6624169,39431,39436,32901
5,0.6,0.6,0.5,99,99,142,6342250,18863699,12288201,32899,32900,32898
50,0.6,0.6,0.5,6866,6866,11334,466591238,509691905,6287028,51349,51354,32901
55,0.6,0.6,0.5,8771,8771,14869,239746735,263927786,6689033,42362,42378,32902
60,0.6,0.6,0.5,10767,10767,18261,61535445,77942174,7655564,35556,35563,32902
65,0.6,0.6,0.5,11983,11983,22712,779540407,714500678,6687926,56682,56842,32902
70,0.6,0.6,0.5,20103,20106,38246,3250041686,3129282665,6660832,106214,106128,32903
75,0.6,0.6,0.5,15389,15389,22958,706653077,737834320,7079044,54574,54633,32630
80,0.6,0.6,0.5,13471,13471,23351,5717882117,5948759569,6556405,142055,143888,32631
85,0.6,0.6,0.5,19165,19165,33210,4934097325,5695125606,7305782,141145,142580,36279
90,0.6,0.6,0.5,29051,29054,48705,15079221385,17769856834,8419694,260934,257881,37044
95,0.6,0.6,0.5,33609,33620,50659,14314800544,14983468280,8081722,250423,249705,29948
10,0.6,0.8,0.5,1152,1152,2022,6195878,18710571,7329520,29287,30085,28534
100,0.6,0.8,0.5,79183,79191,138678,2462972673,2596255718,7956541,86412,86255,30083
15,0.6,0.8,0.5,2349,2357,4555,6815637,25384941,7039278,29630,29632,29623
20,0.6,0.8,0.5,3980,3987,6633,7726160,22655547,6774569,29717,29719,29623
25,0.6,0.8,0.5,6805,6819,10391,6917399,22116285,11616038,29663,29666,29624
30,0.6,0.8,0.5,8517,8519,13555,10133973,17909918,6681075,29895,29899,29624
35,0.6,0.8,0.5,9777,9777,14344,8404504,22762775,13703575,29770,29774,29625
40,0.6,0.8,0.5,17005,17007,28349,16749372,32452899,6446825,30358,30362,29625
45,0.6,0.8,0.5,20273,20278,34063,17484126,26340968,6451872,30518,30523,29631
5,0.6,0.8,0.5,297,297,374,6159951,18568091,6268276,29630,29630,29628
50,0.6,0.8,0.5,27736,27741,41744,11860569,20761646,6619653,30034,30040,29632
55,0.6,0.8,0.5,27770,27780,48731,51039976,59550361,6321122,32033,32040,29632
60,0.6,0.8,0.5,23138,23160,47795,196027564,223269599,6460333,38361,38428,29632
65,0.6,0.8,0.5,35858,35862,59600,414213790,407644033,6526745,45923,45931,29633
70,0.6,0.8,0.5,48167,48175,76627,370286594,390564071,6862104,44087,44176,29633
75,0.6,0.8,0.5,45497,45520,69792,180791250,198007526,6649135,38083,38091,29633
80,0.6,0.8,0.5,59236,59236,89590,169868177,184119538,6609437,37189,37228,29634
85,0.6,0.8,0.5,59412,59412,102497,222458176,259299650,6736571,39594,39603,29634
90,0.6,0.8,0.5,56937,56937,107943,5044378307,4646810594,8435601,134155,137910,29635
95,0.6,0.8,0.5,100470,100481,169323,1306099944,1281332449,7479875,68008,68019,32856
10,0.6,1,0.5,1867,1867,2567,6249122,18583450,6047203,32852,32854,32850
100,0.6,1,0.5,182844,182851,248895,14709166,29065169,7225601,33473,33485,32857
15,0.6,1,0.5,3597,3600,5942,10023967,18833028,6245373,32858,32860,32850
20,0.6,1,0.5,7565,7567,9635,6248639,18798344,12439160,32858,32861,32851
25,0.6,1,0.5,11818,11818,15057,6425793,22144313,6668146,32860,32863,32851
30,0.6,1,0.5,17646,17648,22730,9286969,22567074,6526996,32863,32866,32851
35,0.6,1,0.5,18854,18859,26534,8669053,25022971,6862156,32882,32886,32852
40,0.6,1,0.5,28324,28328,44638,11804260,25459201,7396541,32920,32924,32852
45,0.6,1,0.5,35706,35714,49672,7773612,21536918,6503321,32957,32962,32852
5,0.6,1,0.5,496,496,568,5916271,23676789,6167274,32851,32851,32849
50,0.6,1,0.5,43998,43998,62939,7657717,22235261,6456055,32973,32978,32853
55,0.6,1,0.5,54506,54517,74955,9089839,25051170,6293473,32911,32918,32853
60,0.6,1,0.5,73412,73417,96814,10871389,30728532,8642650,32969,32975,32854
65,0.6,1,0.5,73834,73836,106778,14022882,22703819,8713551,33286,33294,32854
70,0.6,1,0.5,84680,84680,121502,11164267,18656897,6940905,33166,33174,32854
75,0.6,1,0.5,108631,108633,152046,10444820,18390667,6717370,33182,33190,32855
80,0.6,1,0.5,114628,114642,164133,8798161,27532604,6552694,33052,33061,32855
85,0.6,1,0.5,142345,142346,189617,11957139,31400907,7880819,33088,33097,32855
90,0.6,1,0.5,121606,121623,191207,52212565,53149844,10493588,34798,34809,32856
95,0.6,1,0.5,164996,164996,231063,12451164,35911525,6999798,33336,33347,32856
10,0.8,0.2,0.5,0,0,0,7566401,16605185,8616454,32852,32853,32850
100,0.8,0.2,0.5,0,0,0,6728202,13551409,7432484,32884,32892,32857
15,0.8,0.2,0.5,0,0,0,6750480,12628905,6450300,32854,32855,32850
20,0.8,0.2,0.5,0,0,0,6301830,12581920,6306335,32856,32857,32851
25,0.8,0.2,0.5,0,0,0,6194081,12805858,6114982,32857,32859,32851
30,0.8,0.2,0.5,0,0,0,6254705,12563482,6135380,32858,32861,32851
35,0.8,0.2,0.5,0,0,0,6304407,12590885,6681614,32860,32863,32852
40,0.8,0.2,0.5,0,0,0,6312902,16433132,6131829,32862,32865,32852
45,0.8,0.2,0.5,0,0,0,6876158,17391003,8890279,32864,32868,32853
5,0.8,0.2,0.5,0,0,0,7461084,17436750,6233694,32851,32851,32850
50,0.8,0.2,0.5,0,0,0,6852711,19220756,9753586,32866,32870,32853
55,0.8,0.2,0.5,0,0,0,7588036,16025867,9855455,32867,32872,32853
60,0.8,0.2,0.5,0,0,0,6332747,13524631,6578481,32870,32874,32854
65,0.8,0.2,0.5,0,0,0,6467233,12285713,6499290,32872,32877,32854
70,0.8,0.2,0.5,0,0,0,6265979,18454308,6556733,32873,32879,32854
75,0.8,0.2,0.5,0,0,0,8738985,19111932,8546807,32874,32880,32855
80,0.8,0.2,0.5,0,0,0,8627670,20899049,8556533,32877,32883,32855
85,0.8,0.2,0.5,0,0,0,8094619,17178772,8330977,32878,32884,32855
90,0.8,0.2,0.5,0,0,0,7482174,13796713,9622598,32884,32890,32856
95,0.8,0.2,0.5,0,0,0,6765648,13702222,6967051,32882,32889,32856
10,0.8,0.4,0.5,430,430,723,6252304,18797394,6235155,32858,32860,32850
100,0.8,0.4,0.5,1981,1981,3374,40865714667,39853403382,9751783,497358,483522,32857
15,0.8,0.4,0.5,728,730,1153,6194702,18879415,9371535,21247,23540,21241
20,0.8,0.4,0.5,606,608,1103,7335871,27643859,7356201,24128,24131,23533
25,0.8,0.4,0.5,73,73,75,8242028,28163056,7164981,24133,24136,24081
30,0.8,0.4,0.5,7,7,7,11439113,30811463,7548522,24180,24183,24082
