Size,RDD,TF,Epsilon,Exact,Approximation,Greedy,E_runtime,A_runtime,G_runtime,E_memory,A_memory,G_memory
5,0.4,0.8,100,267,296,296,6120792,17791622,6178388,41095,41095,41093
50,0.4,0.8,100,23569,41011,41011,72742052,43424721,5965604,44686,44692,41097
55,0.4,0.8,100,28936,45640,45640,75699766,27346244,5913873,44511,44528,41097
60,0.4,0.8,100,29230,43887,43893,66540195,33742925,5997403,43992,43998,41097
65,0.4,0.8,100,45484,72882,73141,181495504,58831563,6383678,47707,47755,41098
70,0.4,0.8,100,43927,71324,71324,1328536612,150908250,6169938,70312,70320,41098
75,0.4,0.8,100,55140,88824,88824,415235491,90705938,6104888,54985,55055,41098
80,0.4,0.8,100,53935,88905,89368,1352481804,214375939,6365127,72050,72059,41099
85,0.4,0.8,100,42421,82762,82999,8963289824,757053270,6598040,176383,176494,41099
90,0.4,0.8,100,57539,95940,102035,2052646248,300060262,7371008,85010,85162,40271
95,0.4,0.8,100,80826,126851,136344,2204103233,347373778,10702616,92129,91978,40362
10,0.4,1,100,1992,2789,2789,5794922,20959116,5965952,40419,40624,40193
100,0.4,1,100,159354,207541,242336,15291087,45457291,5921203,41295,41662,40830
15,0.4,1,100,4269,7060,7060,5194026,16892115,5492932,41347,41481,41179
20,0.4,1,100,7376,10916,10916,5507671,16299414,5323218,41602,41818,41596
25,0.4,1,100,10888,15071,15127,6184621,18031214,5727677,41908,41982,41810
30,0.4,1,100,16232,23186,23186,6019088,27095324,5222954,42016,42019,41993
35,0.4,1,100,24061,34364,34402,6472465,23035816,6809084,42007,42011,41993
40,0.4,1,100,31630,43927,43938,7430593,25893762,6030333,42017,42021,41994
45,0.4,1,100,32751,49836,49887,10504963,20688741,9258265,42035,42040,41994
5,0.4,1,100,604,614,614,5716246,16921891,5899319,41992,41993,41991
50,0.4,1,100,38905,57871,57896,9410100,25497280,6077307,42142,42148,41995
55,0.4,1,100,59271,87156,87166,15178484,30513273,8227320,42212,42218,41995
60,0.4,1,100,73786,105988,105988,9473827,27006991,7961176,42046,42053,41995
65,0.4,1,100,74714,112179,112184,11194194,30999774,8948457,42182,42189,41996
70,0.4,1,100,91448,126460,126460,8751126,25041752,6347877,42102,42110,41996
75,0.4,1,100,85601,124432,129079,9573205,30388729,6318811,42108,42117,41996
80,0.4,1,100,131296,175428,175488,12039202,32651114,6134702,42179,42188,41997
85,0.4,1,100,123188,180780,187417,17910433,39192418,8589014,42420,42430,41997
90,0.4,1,100,131567,187603,203613,17019459,42915403,7450359,42595,42605,41997
95,0.4,1,100,150723,206663,217296,34038050,64142463,6689028,43073,43084,41998
10,0.6,0.2,100,3,3,3,8807502,21525981,7263114,41994,41995,41992
100,0.6,0.2,100,0,0,0,6138642,13951286,6807674,42025,42032,41998
15,0.6,0.2,100,0,0,0,6057833,11751954,5968366,41996,41997,41992
20,0.6,0.2,100,0,0,0,5948111,11564954,6164056,41997,41999,41992
25,0.6,0.2,100,0,0,0,5883317,11191367,5996778,41999,42001,41993
30,0.6,0.2,100,0,0,0,5731229,11414831,5907952,42001,42003,41993
35,0.6,0.2,100,0,0,0,12937037,12263421,5662907,42002,42005,41993
40,0.6,0.2,100,0,0,0,5787436,16230479,5894524,42004,42007,41994
45,0.6,0.2,100,0,0,0,6564749,17909516,8175199,42005,42009,41994
5,0.6,0.2,100,2,2,2,6811727,21519909,6026714,41993,41994,41991
50,0.6,0.2,100,0,0,0,6457516,17157422,8827208,42008,42012,41995
55,0.6,0.2,100,0,0,0,7135722,16206204,6637699,42010,42014,41995
60,0.6,0.2,100,0,0,0,6040999,12314506,6928726,42011,42016,41995
65,0.6,0.2,100,0,0,0,6178748,12084880,6021832,42013,42017,41996
70,0.6,0.2,100,0,0,0,6146516,12116218,6118174,42014,42020,41996
75,0.6,0.2,100,0,0,0,8773540,16936541,9291885,42016,42022,41996
80,0.6,0.2,100,0,0,0,6581113,20733433,6775558,42018,42024,41997
85,0.6,0.2,100,0,0,0,10082841,16015036,6633237,42021,42027,41997
90,0.6,0.2,100,0,0,0,9501154,15235175,8862383,42022,42029,41997
95,0.6,0.2,100,0,0,0,8555963,12660621,9382977,42024,42031,41998
10,0.6,0.4,100,126,201,201,5302336,17232403,5628159,41998,41999,41992
100,0.6,0.4,100,5216,9068,9068,17907884609,887634110,8373340,247553,247676,41998
15,0.6,0.4,100,81,81,143,5405411,16929152,6769727,39778,40206,39770
20,0.6,0.4,100,244,244,244,5386357,17435007,5370508,40429,40634,40196
25,0.6,0.4,100,520,813,813,7066063,20206633,5468576,40877,41214,40825
30,0.6,0.4,100,1013,1607,1607,6898253,20398501,5551177,41384,41530,41159
35,0.6,0.4,100,1533,3240,3272,19724071,28343310,5563234,42287,42483,41555
40,0.6,0.4,100,549,709,709,42337601,24525157,5700026,43253,43319,41748
45,0.6,0.4,100,668,1165,1165,22877963,25417094,8412785,42520,42616,41941
5,0.6,0.4,100,53,53,53,6855898,20877192,7877334,42061,42092,42029
50,0.6,0.4,100,927,1753,1753,8876174,26259025,6484338,42305,42351,42123
55,0.6,0.4,100,1716,2809,2809,298281008,49000636,6123466,50152,50169,42164
60,0.6,0.4,100,3075,5097,5100,452555466,69424638,6109887,53393,53289,42104
65,0.6,0.4,100,2127,3235,3235,62165163,24739599,6047368,44324,44352,41993
70,0.6,0.4,100,2111,2936,2936,102388277,35383649,6023901,45176,45205,42054
75,0.6,0.4,100,2401,4095,4095,760824822,100064724,7430177,57259,57288,42075
80,0.6,0.4,100,1835,2355,2355,394231627,52419669,6363285,50738,50707,41943
85,0.6,0.4,100,1674,2777,2777,948670450,103720255,6261586,59564,59604,41903
90,0.6,0.4,100,7968,17122,17460,11582993641,650058612,6692247,182139,182241,41802
95,0.6,0.4,100,2608,3706,3706,147901066,32069401,7310292,44108,44505,40339
10,0.6,0.6,100,506,819,819,5870284,21366464,5702583,40897,41071,40719
100,0.6,0.6,100,36728,61189,64145,1.21E+11,5484262477,9311343,1013773,1013712,41234
15,0.6,0.6,100,1074,1256,1337,6690621,22229839,15815117,39332,39446,39305
20,0.6,0.6,100,1372,2157,2157,8901778,23131534,6042499,39484,39487,39418
25,0.6,0.6,100,2861,4429,4429,9219923,32055853,5827219,39575,39578,39418
30,0.6,0.6,100,3125,5137,5137,20452171,24596462,6030769,40137,40141,39419
35,0.6,0.6,100,5381,9775,9816,32991804,28334770,5452310,40685,40689,39419
40,0.6,0.6,100,7433,11148,11148,47529189,22316698,6404055,41219,41224,39419
45,0.6,0.6,100,7128,13372,13372,157699684,75628559,10566357,45950,45955,39420
5,0.6,0.6,100,99,142,142,8416382,23390594,8912162,39418,39419,39417
50,0.6,0.6,100,6866,11263,11334,685386547,103731616,7413128,57867,57873,39420
55,0.6,0.6,100,8771,14852,14869,339109819,62226915,6291844,48850,48897,39420
60,0.6,0.6,100,10767,18261,18261,71930892,29088077,6175600,42075,42082,39421
65,0.6,0.6,100,11983,22663,22712,953241911,126767753,6191461,63200,63361,39421
70,0.6,0.6,100,20103,38231,38246,3963477759,353316157,7342207,112502,112510,39422
75,0.6,0.6,100,15389,22958,22958,816674479,128996810,7071548,60935,61015,39012
80,0.6,0.6,100,13471,23351,23351,7209436743,479564798,5944046,146486,146495,39012
85,0.6,0.6,100,19165,33191,33210,5989456926,469426464,7293234,143703,144317,38886
90,0.6,0.6,100,29051,47984,48705,16706935807,1000602727,6947823,265712,266272,38780
95,0.6,0.6,100,33609,50610,50659,16278676750,939482652,10999081,258584,258993,38338
10,0.6,0.8,100,1152,2022,2022,6078583,20266407,7462543,38176,38218,38169
100,0.6,0.8,100,79183,124474,138678,2864896894,614782283,6919062,94202,94395,38217
15,0.6,0.8,100,2349,4555,4555,6209893,17764752,6379953,37770,37772,37763
20,0.6,0.8,100,3980,6633,6633,7522573,21884797,7288965,37857,37859,37763
25,0.6,0.8,100,6805,10391,10391,6870765,20103346,6682224,37802,37805,37763
30,0.6,0.8,100,8517,13555,13555,12376626,14618287,5894776,38035,38038,37764
35,0.6,0.8,100,9777,14344,14344,8635880,23538230,5868986,37910,37914,37764
40,0.6,0.8,100,17005,28246,28349,21284655,26584826,5875559,38497,38502,37765
45,0.6,0.8,100,20273,33980,34063,22002405,17197669,15067557,38652,38657,37765
5,0.6,0.8,100,297,374,374,5959012,17116795,6010843,37763,37764,37762
50,0.6,0.8,100,27736,41722,41744,14688270,16309202,5656249,38168,38174,37765
55,0.6,0.8,100,27770,48115,48731,61588512,41166814,5829570,40157,40173,37766
60,0.6,0.8,100,23138,44763,47795,261300873,76706087,5859114,46555,46562,37766
65,0.6,0.8,100,35858,59300,59600,529663316,114052087,6213150,53956,54064,37766
70,0.6,0.8,100,48167,74419,76627,442579675,130185280,6195652,52302,52310,37767
75,0.6,0.8,100,45497,69205,69792,202815898,78521896,6234208,46192,46231,37773
80,0.6,0.8,100,59236,88480,89590,201095988,108163502,6525357,45358,45368,37773
85,0.6,0.8,100,59412,90072,102497,255616740,110594887,7308893,47683,47743,37774
90,0.6,0.8,100,56937,105042,107943,6285871131,590543754,6457798,142722,142732,37774
95,0.6,0.8,100,100470,145332,169323,1377639008,280058445,6747999,72689,72841,37678
10,0.6,1,100,1867,2567,2567,5353024,17544503,6267383,37674,37676,37672
100,0.6,1,100,182844,229313,248895,19669004,64616500,9536362,38296,38307,37679
15,0.6,1,100,3597,5942,5942,6394639,17072173,11172765,37680,37682,37672
20,0.6,1,100,7565,9635,9635,5885382,16988679,5546960,37680,37683,37673
25,0.6,1,100,11818,15057,15057,6911388,21542105,5556397,37682,37685,37673
30,0.6,1,100,17646,22730,22730,7577469,17487600,9038956,37685,37688,37673
35,0.6,1,100,18854,26534,26534,6899699,20073168,5943165,37704,37708,37674
40,0.6,1,100,28324,44638,44638,7557239,21631121,5596408,37742,37746,37674
45,0.6,1,100,35706,49672,49672,8370193,23671690,5951372,37779,37784,37675
5,0.6,1,100,496,568,568,5700909,17014477,5446049,37673,37673,37672
50,0.6,1,100,43998,62939,62939,9752940,26176069,11987803,37795,37800,37675
55,0.6,1,100,54506,74955,74955,11067947,22410247,7817906,37734,37740,37675
60,0.6,1,100,73412,96814,96814,9138163,25092480,6069035,37791,37798,37676
65,0.6,1,100,73834,106778,106778,13960327,17427019,6161805,38108,38116,37676
70,0.6,1,100,84680,121502,121502,13157573,15366177,5487558,37988,37996,37676
75,0.6,1,100,108631,152046,152046,13318659,15373330,12100621,38004,38012,37677
80,0.6,1,100,114628,145867,164133,12816444,43423210,6592140,37874,37883,37677
85,0.6,1,100,142345,179136,189617,13187719,61636227,6435308,37910,37920,37678
90,0.6,1,100,121606,162580,191207,68803080,57706800,6621367,39621,39631,37678
95,0.6,1,100,164996,209053,231063,15895518,55338550,6694320,38158,38169,37678
10,0.8,0.2,100,0,0,0,5633068,11293648,5823833,37674,37675,37672
100,0.8,0.2,100,0,0,0,6013416,12698594,6497925,37706,37714,37679
15,0.8,0.2,100,0,0,0,5757098,11490361,5598260,37676,37677,37672
20,0.8,0.2,100,0,0,0,5725549,11435837,5840792,37678,37679,37673
25,0.8,0.2,100,0,0,0,5785193,11527027,5753768,37679,37681,37673
30,0.8,0.2,100,0,0,0,5724175,13732390,5764017,37681,37683,37674
35,0.8,0.2,100,0,0,0,7179185,12013682,8411698,37683,37685,37674
40,0.8,0.2,100,0,0,0,6033601,12038123,5796782,37685,37688,37674
45,0.8,0.2,100,0,0,0,5601590,11852352,5739730,37686,37690,37675
5,0.8,0.2,100,0,0,0,5722201,11454106,5672237,37673,37673,37672
50,0.8,0.2,100,0,0,0,5990883,12226301,5758226,37688,37692,37675
55,0.8,0.2,100,0,0,0,6009745,11818494,5832583,37689,37694,37675
60,0.8,0.2,100,0,0,0,6133785,12050056,5791706,37692,37696,37676
65,0.8,0.2,100,0,0,0,6125615,12054686,5869531,37694,37699,37676
70,0.8,0.2,100,0,0,0,9326154,13590842,5940227,37695,37701,37676
75,0.8,0.2,100,0,0,0,6220995,12400005,8614732,37696,37702,37677
80,0.8,0.2,100,0,0,0,7283537,12711584,12515728,37699,37705,37677
85,0.8,0.2,100,0,0,0,6396257,12916045,6386294,37700,37706,37678
90,0.8,0.2,100,0,0,0,6541676,13460681,8096057,37706,37712,37678
95,0.8,0.2,100,0,0,0,9122556,13033296,6394719,37704,37711,37678
10,0.8,0.4,100,430,723,723,5794620,17497950,5636735,37681,37682,37672
100,0.8,0.4,100,1981,3260,3374,40586040641,8798520045,6424397,500406,500681,37679
15,0.8,0.4,100,728,1144,1153,5842063,17707818,12515030,38110,38425,37862
20,0.8,0.4,100,606,1103,1103,7367481,21055347,5471643,38516,38518,38468
25,0.8,0.4,100,73,75,75,7080372,23411049,5867256,38520,38523,38469
30,0.8,0.4,100,7,7,7,7923953,22644331,5731681,38568,38571,38469
35,0.8,0.4,100,355,515,515,13444945,14617897,5796147,38719,38723,38469
40,0.8,0.4,100,536,1090,1090,30497802,24643409,5460580,39497,39501,38470
45,0.8,0.4,100,52,52,52,6140972,18554650,6056616,38484,38489,38470
5,0.8,0.4,100,156,156,156,5923071,22834377,5991734,38469,38470,38467
50,0.8,0.4,100,101,163,163,6357253,18823063,5955791,38487,38492,38471
55,0.8,0.4,100,639,841,841,197995513,42938005,5974992,44453,44460,38471
60,0.8,0.4,100,1935,2863,2863,846011463,92533555,6246642,56434,56562,38471
65,0.8,0.4,100,675,989,989,209485109,36654206,6324703,42997,43005,38472
70,0.8,0.4,100,118,118,118,1879346993,170483201,6242478,73531,73781,38472
75,0.8,0.4,100,846,1878,1878,11657163,27606836,6625659,38618,38627,38473
80,0.8,0.4,100,1145,1723,1757,1683409027,161571917,5878439,65308,65478,38473
85,0.8,0.4,100,3,3,3,14438697,32407885,6197266,38699,38709,38473
90,0.8,0.4,100,610,761,761,16494824234,1635960275,6446400,248114,248327,38474
95,0.8,0.4,100,877,1266,1266,704290427,64849075,12373294,50071,50550,39874
10,0.8,0.6,100,766,985,985,6072345,17760089,5963968,40548,40753,40336
100,0.8,0.6,100,27778,53498,55292,1.40E+11,32131917696,6664117,1427335,1427043,40943
15,0.8,0.6,100,869,1039,1039,6151713,18075185,15246331,38972,39004,38947
